model,output,metric,value
SVC,target,accuracy,0.85
SVC,target,precision,1.0
SVC,target,recall,0.625
SVC,target,f1,0.7692307692307693
SVC,target,train_time,1361752496537.0
SVC,target,predict_time,1901875.0
SVC,target,logloss,0.4714440069306668
SVC,target,shscore,0.5876432021761422
SVC,target,roc_auc,0.8125
SVC,target,balanced_accuracy,0.8125
SVC,target,jaccard,0.625
GradientBoosting,target,accuracy,0.8
GradientBoosting,target,precision,0.75
GradientBoosting,target,recall,0.75
GradientBoosting,target,f1,0.75
GradientBoosting,target,train_time,90010776375.0
GradientBoosting,target,predict_time,835917.0
GradientBoosting,target,logloss,1.8692419168176433
GradientBoosting,target,shscore,-0.11251480695694904
GradientBoosting,target,roc_auc,0.7916666666666667
GradientBoosting,target,balanced_accuracy,0.7916666666666667
GradientBoosting,target,jaccard,0.6
GaussianNB,target,accuracy,0.75
GaussianNB,target,precision,0.6363636363636364
GaussianNB,target,recall,0.875
GaussianNB,target,f1,0.7368421052631579
GaussianNB,target,train_time,56872817026.0
GaussianNB,target,predict_time,478584.0
GaussianNB,target,logloss,2.2767729904165526
GaussianNB,target,shscore,-0.6521119394572971
GaussianNB,target,roc_auc,0.7708333333333335
GaussianNB,target,balanced_accuracy,0.7708333333333333
GaussianNB,target,jaccard,0.5833333333333334
DecisionTree,target,accuracy,0.8
DecisionTree,target,precision,0.75
DecisionTree,target,recall,0.75
DecisionTree,target,f1,0.75
DecisionTree,target,train_time,105591734632.0
DecisionTree,target,predict_time,894625.0
DecisionTree,target,logloss,7.20873067782343
DecisionTree,target,shscore,-2.6622709426316664
DecisionTree,target,roc_auc,0.7916666666666667
DecisionTree,target,balanced_accuracy,0.7916666666666667
DecisionTree,target,jaccard,0.6
KNeighbors,target,accuracy,0.8
KNeighbors,target,precision,0.75
KNeighbors,target,recall,0.75
KNeighbors,target,f1,0.75
KNeighbors,target,train_time,79239222328.0
KNeighbors,target,predict_time,15575667.0
KNeighbors,target,logloss,0.4351512290110663
KNeighbors,target,shscore,0.5874594211793265
KNeighbors,target,roc_auc,0.7916666666666667
KNeighbors,target,balanced_accuracy,0.7916666666666667
KNeighbors,target,jaccard,0.6
AdaBoost,target,accuracy,0.9
AdaBoost,target,precision,1.0
AdaBoost,target,recall,0.75
AdaBoost,target,f1,0.8571428571428571
AdaBoost,target,train_time,94438369710.0
AdaBoost,target,predict_time,4089083.0
AdaBoost,target,logloss,0.5202442761402247
AdaBoost,target,shscore,0.6016157413569172
AdaBoost,target,roc_auc,0.875
AdaBoost,target,balanced_accuracy,0.875
AdaBoost,target,jaccard,0.75
RandomForest,target,accuracy,0.8
RandomForest,target,precision,0.7
RandomForest,target,recall,0.875
RandomForest,target,f1,0.7777777777777777
RandomForest,target,train_time,109564030757.0
RandomForest,target,predict_time,74882708.0
RandomForest,target,logloss,0.3466368094920735
RandomForest,target,shscore,0.6123797692380292
RandomForest,target,roc_auc,0.8125
RandomForest,target,balanced_accuracy,0.8125
RandomForest,target,jaccard,0.6363636363636364
MLP,target,accuracy,0.8
MLP,target,precision,0.75
MLP,target,recall,0.75
