,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.000990152359008789,4.775201356796409e-05,0.014329195022583008,0.0008287479422800848,ball_tree,9,uniform,"OrderedDict([('algorithm', 'ball_tree'), ('n_neighbors', 9), ('weights', 'uniform')])",-0.1970108387473181,-0.08275786422124333,-0.2128392469780291,-0.16420264998219683,0.05795155719803235,5,-0.0684376605625904,-0.06906894055625122,-0.06552478351111045,-0.06767712820998402,0.0015436038750655313,8
1,0.000793298085530599,0.00011097342669509822,0.003577152887980143,0.0005430226335663728,auto,9,uniform,"OrderedDict([('algorithm', 'auto'), ('n_neighbors', 9), ('weights', 'uniform')])",-0.1970108387473181,-0.08275786422124333,-0.2128392469780291,-0.16420264998219683,0.05795155719803235,5,-0.0684376605625904,-0.06906894055625122,-0.06552478351111045,-0.06767712820998402,0.0015436038750655313,8
2,0.0007874965667724609,5.7072248839186464e-05,0.004964113235473633,0.0006685076979601165,brute,5,distance,"OrderedDict([('algorithm', 'brute'), ('n_neighbors', 5), ('weights', 'distance')])",-0.3198433717043899,-0.3320457520762164,-0.19830001943399872,-0.28339638107153503,0.06037807325315183,8,-2.4129301681212528e-09,-2.297846242626157e-09,-2.1394857474054445e-09,-2.2834207193842847e-09,1.1209827413406012e-10,3
3,0.0012882550557454426,0.00028102747162452637,0.018854538599650066,0.0033531495990270963,ball_tree,9,distance,"OrderedDict([('algorithm', 'ball_tree'), ('n_neighbors', 9), ('weights', 'distance')])",-0.19550512402872117,-0.07840670974191817,-0.2092053150218376,-0.1610390495974923,0.05869697039778286,3,-2.2204460492503136e-16,-2.2204460492503136e-16,-2.2204460492503136e-16,-2.2204460492503136e-16,0.0,1
4,0.0009902318318684895,2.415321286771273e-05,0.01479943593343099,0.00029356213712094034,ball_tree,5,distance,"OrderedDict([('algorithm', 'ball_tree'), ('n_neighbors', 5), ('weights', 'distance')])",-0.3198433717043899,-0.33204575207621634,-0.19830001943399878,-0.28339638107153503,0.06037807325315179,8,-2.2204460492503136e-16,-2.2204460492503136e-16,-2.2204460492503136e-16,-2.2204460492503136e-16,0.0,1
5,0.0007697741190592448,7.383161262331656e-05,0.0040988922119140625,0.000825793922899274,brute,7,distance,"OrderedDict([('algorithm', 'brute'), ('n_neighbors', 7), ('weights', 'distance')])",-0.19096737162916352,-0.07530565092129873,-0.20827751288966412,-0.15818351181337545,0.05902804484395214,1,-3.2208574392099827e-09,-2.987288599743936e-09,-3.2264742064192036e-09,-3.144873415124374e-09,1.1145288256279946e-10,4
6,0.0007758935292561849,9.806983088312191e-05,0.004321495691935222,0.0006047913341980368,auto,9,distance,"OrderedDict([('algorithm', 'auto'), ('n_neighbors', 9), ('weights', 'distance')])",-0.19550512402872122,-0.07840670974191817,-0.2092053150218376,-0.16103904959749232,0.05869697039778288,4,-4.1197414512508205e-09,-3.6577615598697276e-09,-4.359134123352768e-09,-4.045545711491106e-09,2.9110092642765826e-10,5
7,0.0009628136952718099,2.449518045969397e-06,0.01465153694152832,0.0007605041688038794,ball_tree,9,uniform,"OrderedDict([('algorithm', 'ball_tree'), ('n_neighbors', 9), ('weights', 'uniform')])",-0.1970108387473181,-0.08275786422124333,-0.2128392469780291,-0.16420264998219683,0.05795155719803235,5,-0.0684376605625904,-0.06906894055625122,-0.06552478351111045,-0.06767712820998402,0.0015436038750655313,8
8,0.0007538795471191406,3.0499567240386153e-05,0.0038858254750569663,0.0005545442008442926,auto,7,uniform,"OrderedDict([('algorithm', 'auto'), ('n_neighbors', 7), ('weights', 'uniform')])",-0.1914386930384973,-0.07940359963301102,-0.21061444958714798,-0.16048558075288544,0.05786560957106292,2,-0.05936495099774809,-0.06771462140810573,-0.05901708333156171,-0.06203221857913851,0.0040205745369938945,7
9,0.0013314882914225261,0.000859821720904698,0.01743475596110026,0.010378953435561215,brute,3,uniform,"OrderedDict([('algorithm', 'brute'), ('n_neighbors', 3), ('weights', 'uniform')])",-0.3237263429417122,-0.4489733980116477,-0.5752976650388381,-0.449332468664066,0.10270387601976222,10,-0.04473400245869809,-0.045813484906922414,-0.045727691864025546,-0.04542505974321535,0.0004899049155469892,6
