shscore
-0.35792351093421587
-0.3655909772892611
-0.3597517613570984
-0.38494114632931986
-0.367649736776271
-0.3860270404906119
-0.38658293778138864
-0.37193121767102744
-0.3847957957779757
-0.3850565508887537
-0.3915328646441222
-0.3890651771617847
-0.3833904970607357
-0.37153272856063607
-0.3893360788268838
-0.38507482094880424
-0.3523850654278832
-0.36115671866631455
-0.38258115543675375
-0.38387600889951534
-0.383486152219253
-0.35629222604515276
-0.3839961912142969
-0.36411577897648273
