shscore
-0.8124723874999737
-0.9999999978246227
-0.9999999999999992
-0.3253655587213097
-0.2675669986248806
-0.9999999978246226
-0.9999999999999992
-0.9999999999999992
-0.3055564319429114
-0.2675669986248806
-0.9999999999999992
-0.9999999978246223
-0.9999999978246225
-0.9999999999999992
-0.9999999999999992
-0.9999999999999992
-0.9999999999999992
-0.9999999999999992
-0.9999999978246223
-0.9999999978246226
-0.9999999978246227
-0.3253655587213097
-0.9999999978246225
-0.9999999978246223
