model,output,metric,value
LGBM,target,logloss,0.7481513689234219
LGBM,target,shscore,0.8005789588290346
LGBM,target,roc_auc,0.903846153846154
LGBM,target,balanced_accuracy,0.903846153846154
LGBM,target,jaccard,0.8275862068965517
XGB,target,accuracy,0.9
XGB,target,precision,0.8275862068965517
XGB,target,recall,1.0
XGB,target,f1,0.9056603773584906
XGB,target,train_time,19396725926.0
XGB,target,predict_time,2955042.0
XGB,target,logloss,0.3337966664948088
XGB,target,shscore,0.8039942436871478
XGB,target,roc_auc,0.903846153846154
XGB,target,balanced_accuracy,0.903846153846154
XGB,target,jaccard,0.8275862068965517
ExtraTree,target,accuracy,0.91
ExtraTree,target,precision,0.8545454545454545
ExtraTree,target,recall,0.9791666666666666
ExtraTree,target,f1,0.912621359223301
ExtraTree,target,train_time,4985117628.0
ExtraTree,target,predict_time,474416.0
ExtraTree,target,logloss,1.875030878581544
ExtraTree,target,shscore,0.794804133438277
ExtraTree,target,roc_auc,0.9126602564102564
ExtraTree,target,balanced_accuracy,0.9126602564102564
ExtraTree,target,jaccard,0.8392857142857143
