Trial #,SVC - VHD - accuracy,SVC - Cath - accuracy,SVC - VHD - balanced accuracy,SVC - Cath - balanced accuracy,SVC - VHD - f1 score,SVC - Cath - f1 score,SVC - VHD - jaccard score,SVC - Cath - jaccard score,GradientBoosting - VHD - accuracy,GradientBoosting - Cath - accuracy,GradientBoosting - VHD - balanced accuracy,GradientBoosting - Cath - balanced accuracy,GradientBoosting - VHD - f1 score,GradientBoosting - Cath - f1 score,GradientBoosting - VHD - jaccard score,GradientBoosting - Cath - jaccard score,GaussianNB - VHD - accuracy,GaussianNB - Cath - accuracy,GaussianNB - VHD - balanced accuracy,GaussianNB - Cath - balanced accuracy,GaussianNB - VHD - f1 score,GaussianNB - Cath - f1 score,GaussianNB - VHD - jaccard score,GaussianNB - Cath - jaccard score,DecisionTree - VHD - accuracy,DecisionTree - Cath - accuracy,DecisionTree - VHD - balanced accuracy,DecisionTree - Cath - balanced accuracy,DecisionTree - VHD - f1 score,DecisionTree - Cath - f1 score,DecisionTree - VHD - jaccard score,DecisionTree - Cath - jaccard score,KNeighbors - VHD - accuracy,KNeighbors - Cath - accuracy,KNeighbors - VHD - balanced accuracy,KNeighbors - Cath - balanced accuracy,KNeighbors - VHD - f1 score,KNeighbors - Cath - f1 score,KNeighbors - VHD - jaccard score,KNeighbors - Cath - jaccard score,AdaBoost - VHD - accuracy,AdaBoost - Cath - accuracy,AdaBoost - VHD - balanced accuracy,AdaBoost - Cath - balanced accuracy,AdaBoost - VHD - f1 score,AdaBoost - Cath - f1 score,AdaBoost - VHD - jaccard score,AdaBoost - Cath - jaccard score,RandomForest - VHD - accuracy,RandomForest - Cath - accuracy,RandomForest - VHD - balanced accuracy,RandomForest - Cath - balanced accuracy,RandomForest - VHD - f1 score,RandomForest - Cath - f1 score,RandomForest - VHD - jaccard score,RandomForest - Cath - jaccard score,MLP - VHD - accuracy,MLP - Cath - accuracy,MLP - VHD - balanced accuracy,MLP - Cath - balanced accuracy,MLP - VHD - f1 score,MLP - Cath - f1 score,MLP - VHD - jaccard score,MLP - Cath - jaccard score,QuadraticDiscriminantAnalysis - VHD - accuracy,QuadraticDiscriminantAnalysis - Cath - accuracy,QuadraticDiscriminantAnalysis - VHD - balanced accuracy,QuadraticDiscriminantAnalysis - Cath - balanced accuracy,QuadraticDiscriminantAnalysis - VHD - f1 score,QuadraticDiscriminantAnalysis - Cath - f1 score,QuadraticDiscriminantAnalysis - VHD - jaccard score,QuadraticDiscriminantAnalysis - Cath - jaccard score,CatBoost - VHD - accuracy,CatBoost - Cath - accuracy,CatBoost - VHD - balanced accuracy,CatBoost - Cath - balanced accuracy,CatBoost - VHD - f1 score,CatBoost - Cath - f1 score,CatBoost - VHD - jaccard score,CatBoost - Cath - jaccard score,ExtraTrees - VHD - accuracy,ExtraTrees - Cath - accuracy,ExtraTrees - VHD - balanced accuracy,ExtraTrees - Cath - balanced accuracy,ExtraTrees - VHD - f1 score,ExtraTrees - Cath - f1 score,ExtraTrees - VHD - jaccard score,ExtraTrees - Cath - jaccard score,Bagging - VHD - accuracy,Bagging - Cath - accuracy,Bagging - VHD - balanced accuracy,Bagging - Cath - balanced accuracy,Bagging - VHD - f1 score,Bagging - Cath - f1 score,Bagging - VHD - jaccard score,Bagging - Cath - jaccard score,Ridge - VHD - accuracy,Ridge - Cath - accuracy,Ridge - VHD - balanced accuracy,Ridge - Cath - balanced accuracy,Ridge - VHD - f1 score,Ridge - Cath - f1 score,Ridge - VHD - jaccard score,Ridge - Cath - jaccard score,PassiveAggressive - VHD - accuracy,PassiveAggressive - Cath - accuracy,PassiveAggressive - VHD - balanced accuracy,PassiveAggressive - Cath - balanced accuracy,PassiveAggressive - VHD - f1 score,PassiveAggressive - Cath - f1 score,PassiveAggressive - VHD - jaccard score,PassiveAggressive - Cath - jaccard score,SGDOneClassSVM - VHD - accuracy,SGDOneClassSVM - Cath - accuracy,SGDOneClassSVM - VHD - balanced accuracy,SGDOneClassSVM - Cath - balanced accuracy,SGDOneClassSVM - VHD - f1 score,SGDOneClassSVM - Cath - f1 score,SGDOneClassSVM - VHD - jaccard score,SGDOneClassSVM - Cath - jaccard score,Dummy - VHD - accuracy,Dummy - Cath - accuracy,Dummy - VHD - balanced accuracy,Dummy - Cath - balanced accuracy,Dummy - VHD - f1 score,Dummy - Cath - f1 score,Dummy - VHD - jaccard score,Dummy - Cath - jaccard score,HistGradientBoosting - VHD - accuracy,HistGradientBoosting - Cath - accuracy,HistGradientBoosting - VHD - balanced accuracy,HistGradientBoosting - Cath - balanced accuracy,HistGradientBoosting - VHD - f1 score,HistGradientBoosting - Cath - f1 score,HistGradientBoosting - VHD - jaccard score,HistGradientBoosting - Cath - jaccard score,ComplementNB - VHD - accuracy,ComplementNB - Cath - accuracy,ComplementNB - VHD - balanced accuracy,ComplementNB - Cath - balanced accuracy,ComplementNB - VHD - f1 score,ComplementNB - Cath - f1 score,ComplementNB - VHD - jaccard score,ComplementNB - Cath - jaccard score
86,0.524590164,0.68852459,0.524590164,0.68852459,0.688172043,0.815533981,0.524590164,0.68852459,0.409836066,0.606557377,0.229395604,0.497596154,0.404644809,0.630327869,0.265275708,0.486010107,0.245901639,0.68852459,0.309722222,0.68852459,0.18996382,0.815533981,0.111111111,0.68852459,0.360655738,0.62295082,0.220538721,0.543055556,0.341205891,0.632609222,0.217850638,0.483478082,0.426229508,0.573770492,0.294051627,0.420909091,0.446123923,0.612069375,0.288677087,0.471341246,0.37704918,0.573770492,0.225438596,0.448717949,0.360191407,0.599521858,0.2351893,0.456189938,0.573770492,0.655737705,0.531954887,0.338983051,0.623988243,0.766109398,0.471044593,0.634238108,0.524590164,0.68852459,0.524590164,0.68852459,0.688172043,0.815533981,0.524590164,0.68852459,0.37704918,0.68852459,0.194128788,0.600877193,0.386073798,0.766496037,0.247265615,0.639754429,0.442622951,0.68852459,0.394702842,0.68852459,0.487322404,0.815533981,0.334762052,0.68852459,0.409836066,0.557377049,0.302028219,0.436930091,0.410170626,0.578475862,0.266498529,0.434765404,0.459016393,0.573770492,0.247765006,0.470289855,0.461232168,0.589155782,0.312501833,0.442910555,0.557377049,0.68852459,0.563492063,0.68852459,0.649269723,0.815533981,0.492599532,0.68852459,0.360655738,0.31147541,0.360655738,0.31147541,0.530120482,0.475,0.360655738,0.31147541,0.327868852,0.213114754,0.256410256,0.342105263,0.360193951,0.132760011,0.25072324,0.084357923,0.524590164,0.68852459,0.524590164,0.68852459,0.688172043,0.815533981,0.524590164,0.68852459,0.442622951,0.557377049,0.250718391,0.436930091,0.436044542,0.578475862,0.292970691,0.434765404,0.540983607,0.68852459,0.766666667,0.68852459,0.685673557,0.815533981,0.52533532,0.68852459
87,0.491803279,0.803278689,0.491803279,0.803278689,0.659340659,0.890909091,0.491803279,0.803278689,0.37704918,0.704918033,0.229066023,0.501960784,0.362344648,0.71538003,0.232680147,0.597388163,0.295081967,0.62295082,0.340336134,0.457971014,0.267699434,0.607957051,0.16001171,0.479799944,0.344262295,0.655737705,0.280730005,0.502173913,0.331283388,0.642047742,0.207749803,0.511800452,0.37704918,0.704918033,0.376344086,0.501960784,0.398757801,0.71538003,0.249410084,0.597388163,0.37704918,0.672131148,0.324754902,0.442156863,0.371715781,0.683755589,0.241148749,0.56518345,0.540983607,0.639344262,0.362637363,0.382352941,0.576003801,0.652131148,0.410646505,0.534533727,0.491803279,0.803278689,0.491803279,0.803278689,0.659340659,0.890909091,0.491803279,0.803278689,0.344262295,0.672131148,0.265714286,0.442156863,0.342289544,0.683755589,0.214265171,0.56518345,0.508196721,0.786885246,0.516666667,0.57183908,0.557310679,0.841856902,0.39070872,0.748321624,0.37704918,0.754098361,0.194444444,0.501785714,0.393243915,0.796528447,0.252269198,0.693647541,0.393442623,0.672131148,0.266899767,0.511398176,0.411053864,0.662936108,0.262619952,0.534740826,0.459016393,0.803278689,0.341071429,0.803278689,0.582092103,0.890909091,0.4230441,0.803278689,0.491803279,0.278688525,0.483888889,0.607142857,0.523799386,0.339190685,0.357213665,0.205085313,0.180327869,0.573770492,0.22,0.388888889,0.163934426,0.549354726,0.102459016,0.437621562,0.491803279,0.803278689,0.491803279,0.803278689,0.659340659,0.890909091,0.491803279,0.803278689,0.360655738,0.68852459,0.27827381,0.388888889,0.357694342,0.721948114,0.225242556,0.609513572,0.475409836,0.803278689,0.241666667,0.803278689,0.633879781,0.890909091,0.467616232,0.803278689
88,0.426229508,0.754098361,0.426229508,0.754098361,0.597701149,0.859813084,0.426229508,0.754098361,0.344262295,0.639344262,0.226851852,0.490384615,0.383721323,0.648388061,0.240983607,0.513985302,0.213114754,0.770491803,0.372184685,0.883333333,0.213860527,0.855745438,0.126713505,0.755191257,0.426229508,0.590163934,0.287012987,0.520979021,0.439798092,0.568271261,0.28891491,0.41853757,0.442622951,0.672131148,0.296296296,0.486111111,0.491060679,0.703077952,0.329286664,0.576902675,0.442622951,0.557377049,0.445054945,0.44379845,0.493499152,0.544717762,0.32802135,0.406274731,0.491803279,0.770491803,0.512727273,0.883333333,0.581332792,0.855745438,0.416951901,0.755191257,0.426229508,0.754098361,0.426229508,0.754098361,0.597701149,0.859813084,0.426229508,0.754098361,0.163934426,0.754098361,0.163934426,0.658163265,0.281690141,0.763876905,0.163934426,0.640408772,0.475409836,0.754098361,0.37654321,0.754098361,0.580412663,0.859813084,0.418122206,0.754098361,0.475409836,0.786885246,0.481349206,0.711764706,0.509435617,0.802704073,0.344883259,0.690218841,0.426229508,0.672131148,0.285486443,0.574197861,0.475204918,0.665528233,0.315486571,0.52332913,0.491803279,0.754098361,0.728070175,0.754098361,0.604852927,0.859813084,0.437633642,0.754098361,0.491803279,0.754098361,0.492424242,0.754098361,0.545423838,0.859813084,0.374978104,0.754098361,0.114754098,0.672131148,0.184210526,0.386792453,0.096903461,0.719655572,0.057377049,0.614188807,0.426229508,0.754098361,0.426229508,0.754098361,0.597701149,0.859813084,0.426229508,0.754098361,0.393442623,0.62295082,0.327272727,0.502777778,0.413096838,0.61894108,0.26405492,0.478893043,0.459016393,0.754098361,0.720338983,0.754098361,0.596952748,0.859813084,0.429080542,0.754098361
89,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.491803279,0.639344262,0.276515152,0.551470588,0.485395556,0.639344262,0.332398619,0.492505855,0.180327869,0.655737705,0.160774411,0.512745098,0.172494882,0.687680951,0.103915191,0.55384398,0.327868852,0.704918033,0.208041958,0.650595238,0.300327869,0.696413164,0.18572571,0.547251688,0.426229508,0.672131148,0.228219697,0.457142857,0.429373317,0.741877794,0.279452194,0.615925059,0.37704918,0.557377049,0.259722222,0.478658537,0.357174644,0.547243869,0.223180799,0.399297424,0.491803279,0.721311475,0.371843434,0.627358491,0.539387403,0.758546561,0.379729869,0.634701508,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.327868852,0.672131148,0.28125,0.503968254,0.336917245,0.723709156,0.209306177,0.595594736,0.491803279,0.672131148,0.519756839,0.457142857,0.537420257,0.741877794,0.372285803,0.615925059,0.459016393,0.62295082,0.252380952,0.482142857,0.461129326,0.645319329,0.309145238,0.507435752,0.491803279,0.737704918,0.404761905,0.66884058,0.48841594,0.74298725,0.328618553,0.608413238,0.475409836,0.721311475,0.733333333,0.721311475,0.627024342,0.838095238,0.459581685,0.721311475,0.508196721,0.721311475,0.557783019,0.721311475,0.593227107,0.838095238,0.431222057,0.721311475,0.147540984,0.245901639,0.204545455,0.326086957,0.129836066,0.168827991,0.079168333,0.108764187,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.491803279,0.62295082,0.276515152,0.504559271,0.485395556,0.634980038,0.332398619,0.493592816,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475
90,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0.540983607,0.475409836,0.284482759,0.365641711,0.546000994,0.483881899,0.382992659,0.346485135,0.196721311,0.606557377,0.3,0.330357143,0.131909141,0.693208431,0.079439131,0.556839559,0.508196721,0.475409836,0.408730159,0.439444444,0.511533243,0.45981887,0.356776296,0.311506785,0.37704918,0.606557377,0.376344086,0.404761905,0.388758782,0.672761665,0.241741458,0.535737705,0.393442623,0.524590164,0.265422078,0.415972222,0.373416016,0.53676815,0.236106839,0.393442623,0.557377049,0.655737705,0.555487805,0.338983051,0.586223965,0.766109398,0.418534627,0.634238108,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0,0.62295082,0,0.464622642,0,0.677927971,0,0.540639066,0.442622951,0.557377049,0.351495726,0.320754717,0.530391355,0.621915444,0.376381109,0.48427842,0.459016393,0.557377049,0.311111111,0.320754717,0.470207701,0.621915444,0.309055347,0.48427842,0.540983607,0.524590164,0.457307061,0.357993197,0.540801457,0.559980474,0.373865174,0.421584699,0.590163934,0.68852459,0.776785714,0.68852459,0.680671298,0.815533981,0.523959647,0.68852459,0.557377049,0.68852459,0.767241379,0.68852459,0.672544001,0.815533981,0.513871375,0.68852459,0.147540984,0.409836066,0.321428571,0.3125,0.091803279,0.399840064,0.057377049,0.287604257,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0.508196721,0.590163934,0.271712159,0.461734694,0.508196721,0.620672823,0.349017352,0.478115158,0.557377049,0.68852459,0.767241379,0.68852459,0.672544001,0.815533981,0.513871375,0.68852459
91,0.459016393,0.770491803,0.459016393,0.770491803,0.629213483,0.87037037,0.459016393,0.770491803,0.459016393,0.606557377,0.330024814,0.471527778,0.47986663,0.597719173,0.323861566,0.461591609,0.278688525,0.754098361,0.379456328,0.383333333,0.239316239,0.845717788,0.146737383,0.741736092,0.459016393,0.540983607,0.291234639,0.416020672,0.46142447,0.522495446,0.309843114,0.390052792,0.475409836,0.655737705,0.321582452,0.500801282,0.512430576,0.660301026,0.347508042,0.528617863,0.459016393,0.704918033,0.310185185,0.542156863,0.458941878,0.723486116,0.303364369,0.600016151,0.508196721,0.737704918,0.507575758,0.381355932,0.54869452,0.821218682,0.378127696,0.713517872,0.459016393,0.770491803,0.459016393,0.770491803,0.629213483,0.87037037,0.459016393,0.770491803,0.426229508,0.754098361,0.226851852,0.554597701,0.450273224,0.820774211,0.299810845,0.716188525,0.409836066,0.770491803,0.365686275,0.770491803,0.49458638,0.87037037,0.338556598,0.770491803,0.491803279,0.655737705,0.34,0.430555556,0.523122417,0.684464027,0.35856102,0.560804769,0.491803279,0.672131148,0.333333333,0.512755102,0.535687264,0.681326187,0.370960187,0.551945339,0.524590164,0.770491803,0.662121212,0.770491803,0.619395615,0.87037037,0.454391101,0.770491803,0.442622951,0.770491803,0.706896552,0.770491803,0.566096142,0.87037037,0.398711944,0.770491803,0.31147541,0.327868852,0.215909091,0.4,0.380692168,0.227686703,0.258583359,0.157629256,0.459016393,0.770491803,0.459016393,0.770491803,0.629213483,0.87037037,0.459016393,0.770491803,0.426229508,0.737704918,0.223636364,0.616496599,0.450065541,0.74506095,0.295044454,0.620608899,0.459016393,0.770491803,0.459016393,0.770491803,0.629213483,0.87037037,0.459016393,0.770491803
92,0.540983607,0.672131148,0.540983607,0.672131148,0.70212766,0.803921569,0.540983607,0.672131148,0.491803279,0.606557377,0.252627628,0.483333333,0.504521708,0.650748396,0.361375131,0.508322342,0.278688525,0.672131148,0.322504456,0.592105263,0.206713505,0.754655961,0.126723914,0.623632827,0.475409836,0.62295082,0.236148649,0.547826087,0.493219855,0.639048157,0.345507875,0.489624338,0.557377049,0.590163934,0.545054945,0.438034188,0.58891237,0.643653847,0.420547806,0.502176531,0.37704918,0.62295082,0.254166667,0.547826087,0.352938824,0.639048157,0.225582036,0.489624338,0.524590164,0.672131148,0.490881459,0.588983051,0.579508197,0.776751118,0.418461989,0.646370023,0.540983607,0.672131148,0.540983607,0.672131148,0.70212766,0.803921569,0.540983607,0.672131148,0.475409836,0.68852459,0.310064935,0.633547009,0.4673303,0.729176924,0.317829457,0.593969555,0.540983607,0.672131148,0.540983607,0.672131148,0.70212766,0.803921569,0.540983607,0.672131148,0.524590164,0.606557377,0.270114943,0.455188679,0.540452771,0.665753152,0.378875133,0.525509223,0.475409836,0.655737705,0.315375982,0.577272727,0.495901639,0.688687304,0.335175224,0.546973518,0.590163934,0.672131148,0.644179894,0.672131148,0.671848502,0.803921569,0.514993382,0.672131148,0.409836066,0.327868852,0.297722567,0.327868852,0.427985948,0.49382716,0.276297092,0.327868852,0.081967213,0.131147541,0.227272727,0.307692308,0.040983607,0.063145112,0.023118958,0.037063435,0.540983607,0.672131148,0.540983607,0.672131148,0.70212766,0.803921569,0.540983607,0.672131148,0.491803279,0.704918033,0.319444444,0.662745098,0.51660727,0.738061297,0.356557377,0.60342772,0.557377049,0.672131148,0.775,0.672131148,0.699533676,0.803921569,0.541764247,0.672131148
93,0.590163934,0.639344262,0.590163934,0.639344262,0.742268041,0.78,0.590163934,0.639344262,0.508196721,0.573770492,0.284375,0.46372549,0.486981678,0.625273224,0.346078679,0.478236292,0.245901639,0.639344262,0.331782465,0.574561404,0.187572387,0.730375158,0.109310798,0.591460591,0.442622951,0.508196721,0.237745098,0.425,0.427610009,0.529458893,0.294203747,0.380297417,0.475409836,0.573770492,0.458791209,0.436320755,0.490036441,0.640793538,0.328685484,0.495336006,0.31147541,0.62295082,0.207412587,0.557272727,0.289363797,0.662491558,0.173796978,0.515222482,0.524590164,0.62295082,0.49047619,0.316666667,0.548496391,0.755091903,0.386105698,0.612738511,0.590163934,0.639344262,0.590163934,0.639344262,0.742268041,0.78,0.590163934,0.639344262,0.016393443,0.573770492,0.016393443,0.307017544,0.032258065,0.681352459,0.016393443,0.536146197,0.475409836,0.62295082,0.45045045,0.485632184,0.492048262,0.729302011,0.332387558,0.588387978,0.557377049,0.590163934,0.382222222,0.4125,0.563554288,0.682516857,0.402257666,0.538671711,0.557377049,0.62295082,0.525058275,0.557272727,0.580796253,0.662491558,0.418032787,0.515222482,0.557377049,0.639344262,0.46474359,0.639344262,0.631121846,0.78,0.480642021,0.639344262,0.327868852,0.639344262,0.327868852,0.639344262,0.49382716,0.78,0.327868852,0.639344262,0.360655738,0.459016393,0.275,0.341463415,0.379637619,0.470491803,0.267152398,0.361916772,0.590163934,0.639344262,0.590163934,0.639344262,0.742268041,0.78,0.590163934,0.639344262,0.475409836,0.590163934,0.327757865,0.483974359,0.476581168,0.646823298,0.320789027,0.500827748,0.557377049,0.639344262,0.414473684,0.639344262,0.668605676,0.78,0.51678546,0.639344262
94,0.409836066,0.68852459,0.409836066,0.68852459,0.581395349,0.815533981,0.409836066,0.68852459,0.426229508,0.721311475,0.29197995,0.680424528,0.473900598,0.761946761,0.316286529,0.634899936,0.360655738,0.606557377,0.453030303,0.497596154,0.324107586,0.630327869,0.206557377,0.486010107,0.442622951,0.573770492,0.362903226,0.448717949,0.446762432,0.599521858,0.294670357,0.456189938,0.409836066,0.68852459,0.409586057,0.604545455,0.455453312,0.748636133,0.295127505,0.619687548,0.409836066,0.606557377,0.368761507,0.476363636,0.418964752,0.641910192,0.270173042,0.500533886,0.409836066,0.68852459,0.416413374,0.600877193,0.479124724,0.766496037,0.31924683,0.639754429,0.409836066,0.68852459,0.409836066,0.68852459,0.581395349,0.815533981,0.409836066,0.68852459,0.491803279,0.639344262,0.495689655,0.531818182,0.523011536,0.67175101,0.357370043,0.531050198,0.409836066,0.672131148,0.406521739,0.341666667,0.479263982,0.790742527,0.320245328,0.661112604,0.409836066,0.68852459,0.272283272,0.617346939,0.462056011,0.711711345,0.305687271,0.572995529,0.409836066,0.606557377,0.276190476,0.514492754,0.454165273,0.620759183,0.296343001,0.473310183,0.475409836,0.68852459,0.634848485,0.68852459,0.573770492,0.815533981,0.406088993,0.68852459,0.475409836,0.68852459,0.719298246,0.68852459,0.588507454,0.815533981,0.420765027,0.68852459,0.114754098,0.442622951,0.205882353,0.346153846,0.092896175,0.426229508,0.055737705,0.319672131,0.409836066,0.68852459,0.409836066,0.68852459,0.581395349,0.815533981,0.409836066,0.68852459,0.442622951,0.68852459,0.441075515,0.617346939,0.49664214,0.711711345,0.332126139,0.572995529,0.442622951,0.68852459,0.711864407,0.68852459,0.580766228,0.815533981,0.412568306,0.68852459
95,0.524590164,0.704918033,0.524590164,0.704918033,0.688172043,0.826923077,0.524590164,0.704918033,0.475409836,0.672131148,0.232236842,0.545990566,0.512362874,0.718106347,0.359554028,0.586354364,0.327868852,0.557377049,0.408730159,0.41025641,0.297873604,0.580912477,0.177526332,0.441482787,0.393442623,0.540983607,0.263317384,0.510989011,0.399089081,0.522794146,0.257522025,0.365364127,0.459016393,0.62295082,0.306547619,0.414021164,0.494654312,0.684522562,0.332778966,0.55068306,0.540983607,0.639344262,0.364864865,0.474056604,0.585150867,0.689916982,0.420720927,0.555802538,0.524590164,0.68852459,0.664224664,0.520114943,0.559787476,0.776636446,0.393063455,0.652185792,0.524590164,0.704918033,0.524590164,0.704918033,0.688172043,0.826923077,0.524590164,0.704918033,0.491803279,0.540983607,0.440412186,0.448320413,0.507936508,0.540983607,0.346423249,0.395527754,0.409836066,0.68852459,0.411827957,0.35,0.44051846,0.802164571,0.285406272,0.677237302,0.508196721,0.62295082,0.259920635,0.457264957,0.540761071,0.667932125,0.385531005,0.531947763,0.442622951,0.573770492,0.214975845,0.383333333,0.475903756,0.616522996,0.323529412,0.479842137,0.590163934,0.704918033,0.644179894,0.704918033,0.684102173,0.826923077,0.527645306,0.704918033,0.540983607,0.704918033,0.600574713,0.704918033,0.664376789,0.826923077,0.504760094,0.704918033,0.459016393,0.426229508,0.28,0.325,0.55977609,0.410823622,0.425015179,0.299108427,0.524590164,0.704918033,0.524590164,0.704918033,0.688172043,0.826923077,0.524590164,0.704918033,0.508196721,0.606557377,0.24928264,0.402122642,0.553424658,0.661727617,0.398879224,0.526557377,0.540983607,0.704918033,0.600574713,0.704918033,0.664376789,0.826923077,0.504760094,0.704918033
96,0.508196721,0.819672131,0.508196721,0.819672131,0.673913043,0.900900901,0.508196721,0.819672131,0.442622951,0.737704918,0.22718254,0.556363636,0.45446325,0.737704918,0.30608283,0.622028503,0.229508197,0.754098361,0.242647059,0.492424242,0.161066028,0.784405566,0.097474524,0.682377049,0.442622951,0.62295082,0.272077922,0.514634146,0.441743252,0.586863163,0.29405521,0.449493497,0.393442623,0.672131148,0.262857143,0.483173077,0.408345753,0.661815546,0.258720041,0.539518553,0.37704918,0.672131148,0.320512821,0.445454545,0.373543171,0.672131148,0.23188461,0.555035129,0.475409836,0.819672131,0.303703704,0.665254237,0.5202761,0.874648588,0.363530503,0.792622951,0.508196721,0.819672131,0.508196721,0.819672131,0.673913043,0.900900901,0.508196721,0.819672131,0.016393443,0.721311475,0.016393443,0.468160377,0.032258065,0.73925463,0.016393443,0.62996357,0.37704918,0.819672131,0.317391304,0.819672131,0.428624654,0.900900901,0.284533887,0.819672131,0.426229508,0.770491803,0.228571429,0.510714286,0.429541315,0.807029075,0.286054497,0.709289617,0.426229508,0.721311475,0.346320346,0.608527132,0.428005329,0.698164931,0.279626604,0.564012182,0.524590164,0.819672131,0.514150943,0.819672131,0.611028316,0.900900901,0.452515546,0.819672131,0.491803279,0.819672131,0.488146552,0.819672131,0.511059068,0.900900901,0.345667447,0.819672131,0.131147541,0.721311475,0.210526316,0.431372549,0.099672131,0.728453173,0.059328649,0.645383952,0.508196721,0.819672131,0.508196721,0.819672131,0.673913043,0.900900901,0.508196721,0.819672131,0.442622951,0.672131148,0.285416667,0.394230769,0.453017897,0.68531019,0.300730349,0.572964257,0.491803279,0.819672131,0.25,0.819672131,0.648531796,0.900900901,0.48374093,0.819672131
97,0.475409836,0.721311475,0.475409836,0.721311475,0.644444444,0.838095238,0.475409836,0.721311475,0.459016393,0.655737705,0.253333333,0.512745098,0.463462073,0.687680951,0.312418484,0.55384398,0.196721311,0.704918033,0.442359667,0.358333333,0.174894361,0.813366961,0.101892379,0.693361999,0.426229508,0.557377049,0.360512821,0.438194444,0.419764992,0.561596812,0.272805164,0.420520068,0.524590164,0.68852459,0.521428571,0.57254902,0.557969704,0.717425622,0.38807401,0.585887384,0.540983607,0.639344262,0.362430466,0.466880342,0.583265914,0.679802438,0.420525657,0.546888024,0.524590164,0.721311475,0.518292683,0.721311475,0.568201926,0.838095238,0.401736924,0.721311475,0.475409836,0.721311475,0.475409836,0.721311475,0.644444444,0.838095238,0.475409836,0.721311475,0.081967213,0.655737705,0.081967213,0.437878788,0.151515152,0.718935614,0.081967213,0.590536513,0.524590164,0.721311475,0.516666667,0.721311475,0.580870355,0.838095238,0.417685047,0.721311475,0.491803279,0.62295082,0.339285714,0.411556604,0.503802292,0.6733277,0.341242713,0.541256831,0.409836066,0.606557377,0.218518519,0.469551282,0.420661722,0.624233785,0.271757963,0.484956975,0.491803279,0.721311475,0.741666667,0.721311475,0.64226306,0.838095238,0.476065574,0.721311475,0.409836066,0.360655738,0.409836066,0.651785714,0.581395349,0.444304917,0.409836066,0.288002981,0.114754098,0.213114754,0.166666667,0.30952381,0.096393443,0.137704918,0.056042699,0.086065574,0.475409836,0.721311475,0.475409836,0.721311475,0.644444444,0.838095238,0.475409836,0.721311475,0.491803279,0.68852459,0.388888889,0.555424528,0.506956259,0.730140274,0.346932439,0.602112133,0.475409836,0.721311475,0.475409836,0.721311475,0.644444444,0.838095238,0.475409836,0.721311475
98,0.590163934,0.62295082,0.3,0.62295082,0.730099713,0.767676768,0.580489116,0.62295082,0.393442623,0.655737705,0.205842391,0.642688679,0.38681397,0.710653704,0.25168756,0.568253468,0.31147541,0.557377049,0.407519157,0.453921569,0.27804583,0.612233962,0.171680778,0.463256077,0.409836066,0.606557377,0.506639194,0.539529915,0.401854612,0.662021858,0.254566745,0.514606188,0.459016393,0.606557377,0.300785634,0.539529915,0.47008729,0.662021858,0.314754098,0.514606188,0.442622951,0.606557377,0.235795455,0.5125,0.433576402,0.695351039,0.293011877,0.550900891,0.475409836,0.606557377,0.473765432,0.308333333,0.474431722,0.742723319,0.317943571,0.596613813,0.606557377,0.62295082,0.606557377,0.62295082,0.755102041,0.767676768,0.606557377,0.62295082,0.360655738,0.655737705,0.325892857,0.625694444,0.355336499,0.672115954,0.218769304,0.518474149,0.540983607,0.62295082,0.282051282,0.62295082,0.614831461,0.767676768,0.467028781,0.62295082,0.442622951,0.606557377,0.211148649,0.539529915,0.449268941,0.662021858,0.307849937,0.514606188,0.344262295,0.639344262,0.24137931,0.602564103,0.340115337,0.66846698,0.211137898,0.51774386,0.573770492,0.62295082,0.531954887,0.62295082,0.609070577,0.767676768,0.446496127,0.62295082,0.557377049,0.62295082,0.498611111,0.62295082,0.59917851,0.767676768,0.440801457,0.62295082,0.081967213,0.229508197,0.357142857,0.368421053,0.026080477,0.153005464,0.014712064,0.101410599,0.606557377,0.62295082,0.606557377,0.62295082,0.755102041,0.767676768,0.606557377,0.62295082,0.426229508,0.590163934,0.207681366,0.432017544,0.430783242,0.693381906,0.290572024,0.547604035,0.557377049,0.62295082,0.494391026,0.62295082,0.607971713,0.767676768,0.450117096,0.62295082
