,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,13.448763370513916,6.574866084861331,0.05292630195617676,0.023456630321018333,tanh,0.007805630230494005,adaptive,sgd,"OrderedDict([('activation', 'tanh'), ('alpha', 0.007805630230494005), ('learning_rate', 'adaptive'), ('solver', 'sgd')])",-0.0758682994120496,-0.08090952172925721,-0.066213538429197,-0.07433045319016794,0.0060973606060616605,13,-0.06906624975284055,-0.0694857228569018,-0.07513413065009288,-0.07122870108661174,0.002766860372063376,14
1,1.84386150042216,1.273166822153792,0.003895441691080729,0.0015581195648876778,tanh,0.02701144883697336,adaptive,sgd,"OrderedDict([('activation', 'tanh'), ('alpha', 0.02701144883697336), ('learning_rate', 'adaptive'), ('solver', 'sgd')])",-0.07466091828733562,-0.08067989468166392,-0.06832798612258022,-0.07455626636385992,0.005043188494184124,14,-0.0686600351922044,-0.06628476657424268,-0.07755957403861577,-0.07083479193502094,0.004853005667109153,13
2,1.4820281664530437,0.2705191831573021,0.007620414098103841,0.002292276726179438,relu,0.04219302619155511,constant,adam,"OrderedDict([('activation', 'relu'), ('alpha', 0.04219302619155511), ('learning_rate', 'constant'), ('solver', 'adam')])",-0.03977908931590269,-0.049104078584415574,-0.04974316042432866,-0.04620877610821564,0.004553955100419808,4,-0.019300367031335933,-0.016947192927882646,-0.012751441969242744,-0.01633300064282044,0.002708631756625538,7
3,1.2728796005249023,0.1302620125222921,0.0025397936503092446,0.0007510311219842443,relu,0.018960964718216622,adaptive,sgd,"OrderedDict([('activation', 'relu'), ('alpha', 0.018960964718216622), ('learning_rate', 'adaptive'), ('solver', 'sgd')])",-0.08020716041838805,-0.0827066807045733,-0.06657752425600966,-0.07649712179299033,0.007088051537012491,15,-0.06607697173195785,-0.07399543961055736,-0.068590998688545,-0.0695544700103534,0.0033037091404524385,11
4,1.3551160494486492,0.2542111137625297,0.005111535390218099,0.002397672798806463,tanh,0.029746720045935208,constant,adam,"OrderedDict([('activation', 'tanh'), ('alpha', 0.029746720045935208), ('learning_rate', 'constant'), ('solver', 'adam')])",-0.051334712908164465,-0.051150546115049426,-0.06202461971458684,-0.05483662624593358,0.005083234989057855,9,-0.03353466022125203,-0.02356907254113068,-0.017786419016029887,-0.024963383926137533,0.006504350003048419,8
5,0.8161987463633219,0.13368597165699006,0.0032640298207600913,0.0010692880628285317,relu,0.03197321410016443,constant,adam,"OrderedDict([('activation', 'relu'), ('alpha', 0.03197321410016443), ('learning_rate', 'constant'), ('solver', 'adam')])",-0.041093585285159454,-0.045950998719947345,-0.052741726768646295,-0.046595436924584364,0.004777117363328963,6,-0.021046015410678756,-0.01382402760643574,-0.01058684136310296,-0.015152294793405819,0.004372017133952155,4
6,1.152708609898885,0.1704321908513475,0.004837433497111003,0.0006998098895395528,tanh,0.00855309730172333,adaptive,sgd,"OrderedDict([('activation', 'tanh'), ('alpha', 0.00855309730172333), ('learning_rate', 'adaptive'), ('solver', 'sgd')])",-0.07607734736047772,-0.08236195734891093,-0.062062717634625196,-0.07350067411467129,0.008485054193747569,12,-0.06840447103512058,-0.06853850061843818,-0.07510406322017882,-0.07068234495791252,0.0031271057199318245,12
7,0.9170947074890137,0.13613031520118918,0.005007346471150716,0.0016060260735112286,relu,0.03434017384488172,constant,adam,"OrderedDict([('activation', 'relu'), ('alpha', 0.03434017384488172), ('learning_rate', 'constant'), ('solver', 'adam')])",-0.036340036336179896,-0.04697190728942092,-0.05156091319261288,-0.044957618939404566,0.006375044639709487,2,-0.019571406831701887,-0.014032139041887713,-0.012902193544270855,-0.015501913139286819,0.0029143070521538707,6
8,0.7798248132069906,0.047967287515845246,0.003169854482014974,0.0018969462800577513,relu,0.002986702772673098,constant,adam,"OrderedDict([('activation', 'relu'), ('alpha', 0.002986702772673098), ('learning_rate', 'constant'), ('solver', 'adam')])",-0.04555329615555421,-0.04883019001841765,-0.047655800150458984,-0.047346428774810274,0.0013555543351143847,7,-0.023277244528205412,-0.010159954775278526,-0.01095244891639252,-0.014796549406625488,0.0060054782795831325,3
9,0.8134693304697672,0.0907330994544831,0.006082614262898763,0.0034241102182944578,tanh,0.0038493625384279223,adaptive,sgd,"OrderedDict([('activation', 'tanh'), ('alpha', 0.0038493625384279223), ('learning_rate', 'adaptive'), ('solver', 'sgd')])",-0.07379568805220532,-0.07905442384619246,-0.06671967480809919,-0.07318992890216565,0.005053824727806212,11,-0.06933336489325594,-0.06875686472391207,-0.07596383747204932,-0.07135135569640577,0.003269997880661521,15
10,0.692224899927775,0.034958047528972,0.002601067225138346,0.0007446518829296517,relu,0.04996631378255367,constant,sgd,"OrderedDict([('activation', 'relu'), ('alpha', 0.04996631378255367), ('learning_rate', 'constant'), ('solver', 'sgd')])",-0.07354182563103964,-0.07760559650918572,-0.06579055246371364,-0.072312658201313,0.004901153325278784,10,-0.06467441470105001,-0.0664997683032521,-0.07057340168723772,-0.06724919489717994,0.0024658659101916176,10
