,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_border_count,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_thread_count,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.42687177658081055,0.02408575094663005,0.0025169849395751953,0.0007544745544795713,64,9,50,7,1.0,-1,"OrderedDict([('border_count', 64), ('depth', 9), ('iterations', 50), ('l2_leaf_reg', 7), ('learning_rate', 1.0), ('thread_count', -1)])",-0.030281479999563647,-0.02509994006932228,-0.03480739272636193,-0.03006293759841595,0.00396606268718243,5,-0.0017938625571352416,-0.001436336541151642,-0.001634166349457634,-0.0016214551492481726,0.0001462358687972962,3
1,0.38127605120340985,0.003851815214207435,0.0018932819366455078,3.4180167349501086e-05,128,9,50,5,0.1,-1,"OrderedDict([('border_count', 128), ('depth', 9), ('iterations', 50), ('l2_leaf_reg', 5), ('learning_rate', 0.1), ('thread_count', -1)])",-0.028246108006298724,-0.04383904641864668,-0.03387550836777992,-0.03532022093090844,0.006447238575564226,11,-0.009327804836962874,-0.00912954683887646,-0.007776246412455036,-0.008744532696098123,0.0006894492022717915,14
2,0.10616016387939453,0.006924504667983475,0.001935720443725586,6.065804737736746e-05,128,5,100,1,0.5,-1,"OrderedDict([('border_count', 128), ('depth', 5), ('iterations', 100), ('l2_leaf_reg', 1), ('learning_rate', 0.5), ('thread_count', -1)])",-0.020123374620179383,-0.07051018470442785,-0.029971858053794945,-0.04020180579280073,0.021805145121792133,13,-0.0012478195851102654,-0.0010273832689675815,-0.0010838994300577188,-0.001119700761378522,9.34856276365366e-05,1
3,0.27797381083170575,0.01657490058137424,0.002102533976236979,0.00010910098322803538,64,7,100,5,1.0,-1,"OrderedDict([('border_count', 64), ('depth', 7), ('iterations', 100), ('l2_leaf_reg', 5), ('learning_rate', 1.0), ('thread_count', -1)])",-0.06769283283586329,-0.046175685635058736,-0.05361584244676313,-0.05582812030589505,0.008922538349960613,15,-0.0014297921578954092,-0.00110081455861674,-0.0017453520097761334,-0.0014253195754294276,0.0002631503176034541,2
4,0.11840327580769856,0.0041189582271023515,0.001939217249552409,2.980730227084107e-05,64,5,100,5,0.1,-1,"OrderedDict([('border_count', 64), ('depth', 5), ('iterations', 100), ('l2_leaf_reg', 5), ('learning_rate', 0.1), ('thread_count', -1)])",-0.026739221250071794,-0.020604114769739477,-0.035653014306077035,-0.027665450108629436,0.0061784986977697605,2,-0.004818970441279342,-0.004205769562727333,-0.004398496794849411,-0.004474412266285362,0.00025602890262200963,12
5,0.09920907020568848,0.0016157679348743374,0.0020378430684407554,2.8079685665670102e-05,32,3,200,5,0.5,-1,"OrderedDict([('border_count', 32), ('depth', 3), ('iterations', 200), ('l2_leaf_reg', 5), ('learning_rate', 0.5), ('thread_count', -1)])",-0.038201404701160076,-0.02690617134293574,-0.0363082102464491,-0.0338052620968483,0.004939239903323755,8,-0.0019329280802689375,-0.003692933419187842,-0.003257197086812017,-0.0029610195287562654,0.0007484185805985235,7
6,0.2258793512980143,0.03326869382539777,0.0022253195444742837,0.00024562879253844564,64,5,200,5,0.5,-1,"OrderedDict([('border_count', 64), ('depth', 5), ('iterations', 200), ('l2_leaf_reg', 5), ('learning_rate', 0.5), ('thread_count', -1)])",-0.03315848256941982,-0.0228170621353614,-0.04675453378923012,-0.03424335949800378,0.009802494776248626,9,-0.002990358426168455,-0.004523240803616722,-0.002330051526936839,-0.0032812169189073387,0.0009186834050003875,8
7,0.035749197006225586,0.002213636763044881,0.0018054644266764324,7.946515045921354e-05,128,3,50,9,0.5,-1,"OrderedDict([('border_count', 128), ('depth', 3), ('iterations', 50), ('l2_leaf_reg', 9), ('learning_rate', 0.5), ('thread_count', -1)])",-0.02378547040262879,-0.05985219790768882,-0.028434318453635254,-0.03735732892131762,0.0160190989152707,12,-0.0062278062220160165,-0.006909863113450233,-0.00649883465585619,-0.006545501330440813,0.000280397021710071,13
8,0.15749835968017578,0.0033765235299764666,0.0018002986907958984,3.339619399964055e-05,128,7,50,9,1.0,-1,"OrderedDict([('border_count', 128), ('depth', 7), ('iterations', 50), ('l2_leaf_reg', 9), ('learning_rate', 1.0), ('thread_count', -1)])",-0.016928039868321303,-0.04660002723958533,-0.033177328889267964,-0.0322351319990582,0.012131845418156128,7,-0.0018245172356579657,-0.0015632119502862819,-0.001728689025330521,-0.0017054727370915896,0.00010793318942904492,4
9,0.21895670890808105,0.029572799685001927,0.0096281369527181,0.010493163645860141,64,5,200,7,0.5,-1,"OrderedDict([('border_count', 64), ('depth', 5), ('iterations', 200), ('l2_leaf_reg', 7), ('learning_rate', 0.5), ('thread_count', -1)])",-0.03559044514581763,-0.021841175893645433,-0.031182260438375072,-0.029537960492612713,0.005732270810996721,3,-0.0053172456547224975,-0.002502314815559427,-0.0040165941017095905,-0.003945384857330505,0.0011502932885954513,10
10,0.12120588620503743,0.02774036156307478,0.0019930203755696616,6.196141655683666e-05,64,5,100,5,1.0,-1,"OrderedDict([('border_count', 64), ('depth', 5), ('iterations', 100), ('l2_leaf_reg', 5), ('learning_rate', 1.0), ('thread_count', -1)])",-0.050692369697772834,-0.03484260017996864,-0.04166012157291179,-0.04239836381688442,0.006491663867349062,14,-0.0022789922638362468,-0.0012695848820446895,-0.0034588797908776995,-0.0023358189789195456,0.0008946787155625208,6
