model,output,metric,value
SVC,classification,accuracy,
SVC,classification,precision,
SVC,classification,recall,
SVC,classification,f1,
SVC,classification,train_time,
SVC,classification,predict_time,
SVC,classification,logloss,
SVC,classification,shscore,
SVC,classification,roc_auc,
SVC,classification,balanced_accuracy,
SVC,classification,jaccard,
GradientBoosting,classification,accuracy,
GradientBoosting,classification,precision,
GradientBoosting,classification,recall,
GradientBoosting,classification,f1,
GradientBoosting,classification,train_time,
GradientBoosting,classification,predict_time,
GradientBoosting,classification,logloss,
GradientBoosting,classification,shscore,
GradientBoosting,classification,roc_auc,
GradientBoosting,classification,balanced_accuracy,
GradientBoosting,classification,jaccard,
GaussianNB,classification,accuracy,
GaussianNB,classification,precision,
GaussianNB,classification,recall,
GaussianNB,classification,f1,
GaussianNB,classification,train_time,
GaussianNB,classification,predict_time,
GaussianNB,classification,logloss,
GaussianNB,classification,shscore,
GaussianNB,classification,roc_auc,
GaussianNB,classification,balanced_accuracy,
GaussianNB,classification,jaccard,
DecisionTree,classification,accuracy,
DecisionTree,classification,precision,
DecisionTree,classification,recall,
DecisionTree,classification,f1,
DecisionTree,classification,train_time,
DecisionTree,classification,predict_time,
DecisionTree,classification,logloss,
DecisionTree,classification,shscore,
DecisionTree,classification,roc_auc,
DecisionTree,classification,balanced_accuracy,
DecisionTree,classification,jaccard,
KNeighbors,classification,accuracy,
KNeighbors,classification,precision,
KNeighbors,classification,recall,
KNeighbors,classification,f1,
KNeighbors,classification,train_time,
KNeighbors,classification,predict_time,
KNeighbors,classification,logloss,
KNeighbors,classification,shscore,
KNeighbors,classification,roc_auc,
KNeighbors,classification,balanced_accuracy,
KNeighbors,classification,jaccard,
AdaBoost,classification,accuracy,
AdaBoost,classification,precision,
AdaBoost,classification,recall,
AdaBoost,classification,f1,
AdaBoost,classification,train_time,
AdaBoost,classification,predict_time,
AdaBoost,classification,logloss,
AdaBoost,classification,shscore,
AdaBoost,classification,roc_auc,
AdaBoost,classification,balanced_accuracy,
AdaBoost,classification,jaccard,
RandomForest,classification,accuracy,
RandomForest,classification,precision,
RandomForest,classification,recall,
RandomForest,classification,f1,
RandomForest,classification,train_time,
RandomForest,classification,predict_time,
RandomForest,classification,logloss,
RandomForest,classification,shscore,
RandomForest,classification,roc_auc,
RandomForest,classification,balanced_accuracy,
RandomForest,classification,jaccard,
MLP,classification,accuracy,
MLP,classification,precision,
MLP,classification,recall,
MLP,classification,f1,
MLP,classification,train_time,
MLP,classification,predict_time,
MLP,classification,logloss,
MLP,classification,shscore,
MLP,classification,roc_auc,
MLP,classification,balanced_accuracy,
MLP,classification,jaccard,
CatBoost,classification,accuracy,
CatBoost,classification,precision,
CatBoost,classification,recall,
CatBoost,classification,f1,
CatBoost,classification,train_time,
CatBoost,classification,predict_time,
CatBoost,classification,logloss,
CatBoost,classification,shscore,
CatBoost,classification,roc_auc,
CatBoost,classification,balanced_accuracy,
CatBoost,classification,jaccard,
ExtraTrees,classification,accuracy,
ExtraTrees,classification,precision,
ExtraTrees,classification,recall,
ExtraTrees,classification,f1,
ExtraTrees,classification,train_time,
ExtraTrees,classification,predict_time,
ExtraTrees,classification,logloss,
ExtraTrees,classification,shscore,
ExtraTrees,classification,roc_auc,
ExtraTrees,classification,balanced_accuracy,
ExtraTrees,classification,jaccard,
Dummy,classification,accuracy,
Dummy,classification,precision,
Dummy,classification,recall,
Dummy,classification,f1,
Dummy,classification,train_time,
Dummy,classification,predict_time,
Dummy,classification,logloss,
Dummy,classification,shscore,
Dummy,classification,roc_auc,
Dummy,classification,balanced_accuracy,
Dummy,classification,jaccard,
HGB,classification,accuracy,1.0
HGB,classification,precision,1.0
HGB,classification,recall,1.0
HGB,classification,f1,1.0
HGB,classification,train_time,42996053270.0
HGB,classification,predict_time,5143250.0
HGB,classification,logloss,0.0013776300032701087
HGB,classification,shscore,0.9986223699967299
HGB,classification,roc_auc,1.0
HGB,classification,balanced_accuracy,1.0
HGB,classification,jaccard,1.0
LGBM_GBDT,classification,accuracy,0.9875
LGBM_GBDT,classification,precision,1.0
LGBM_GBDT,classification,recall,0.98
LGBM_GBDT,classification,f1,0.98989898989899
LGBM_GBDT,classification,train_time,21365223801.0
LGBM_GBDT,classification,predict_time,1357291.0
LGBM_GBDT,classification,logloss,0.0720706716468435
LGBM_GBDT,classification,shscore,0.9725946292319657
LGBM_GBDT,classification,roc_auc,0.99
LGBM_GBDT,classification,balanced_accuracy,0.99
LGBM_GBDT,classification,jaccard,0.98
LGBM_RF,classification,accuracy,
LGBM_RF,classification,precision,
LGBM_RF,classification,recall,
LGBM_RF,classification,f1,
LGBM_RF,classification,train_time,
LGBM_RF,classification,predict_time,
LGBM_RF,classification,logloss,
LGBM_RF,classification,shscore,
LGBM_RF,classification,roc_auc,
LGBM_RF,classification,balanced_accuracy,
LGBM_RF,classification,jaccard,
LGBM_DART,classification,accuracy,
LGBM_DART,classification,precision,
LGBM_DART,classification,recall,
LGBM_DART,classification,f1,
LGBM_DART,classification,train_time,
LGBM_DART,classification,predict_time,
LGBM_DART,classification,logloss,
LGBM_DART,classification,shscore,
LGBM_DART,classification,roc_auc,
LGBM_DART,classification,balanced_accuracy,
LGBM_DART,classification,jaccard,
XGB_GBTREE,classification,accuracy,
XGB_GBTREE,classification,precision,
XGB_GBTREE,classification,recall,
XGB_GBTREE,classification,f1,
XGB_GBTREE,classification,train_time,
XGB_GBTREE,classification,predict_time,
XGB_GBTREE,classification,logloss,
XGB_GBTREE,classification,shscore,
XGB_GBTREE,classification,roc_auc,
XGB_GBTREE,classification,balanced_accuracy,
XGB_GBTREE,classification,jaccard,
XGB_DART,classification,accuracy,
XGB_DART,classification,precision,
XGB_DART,classification,recall,
XGB_DART,classification,f1,
XGB_DART,classification,train_time,
XGB_DART,classification,predict_time,
XGB_DART,classification,logloss,
XGB_DART,classification,shscore,
XGB_DART,classification,roc_auc,
XGB_DART,classification,balanced_accuracy,
