Trial #,SVC - accuracy,SVC - balanced accuracy,SVC - f1 score,SVC - precision,GradientBoosting - accuracy,GradientBoosting - balanced accuracy,GradientBoosting - f1 score,GradientBoosting - precision,GaussianNB - accuracy,GaussianNB - balanced accuracy,GaussianNB - f1 score,GaussianNB - precision,DecisionTree - accuracy,DecisionTree - balanced accuracy,DecisionTree - f1 score,DecisionTree - precision,KNeighbors - accuracy,KNeighbors - balanced accuracy,KNeighbors - f1 score,KNeighbors - precision,AdaBoost - accuracy,AdaBoost - balanced accuracy,AdaBoost - f1 score,AdaBoost - precision,RandomForest - accuracy,RandomForest - balanced accuracy,RandomForest - f1 score,RandomForest - precision,MLP - accuracy,MLP - balanced accuracy,MLP - f1 score,MLP - precision,QDA - accuracy,QDA - balanced accuracy,QDA - f1 score,QDA - precision,CatBoost - accuracy,CatBoost - balanced accuracy,CatBoost - f1 score,CatBoost - precision,ExtraTrees - accuracy,ExtraTrees - balanced accuracy,ExtraTrees - f1 score,ExtraTrees - precision,Bagging - accuracy,Bagging - balanced accuracy,Bagging - f1 score,Bagging - precision,Ridge - accuracy,Ridge - balanced accuracy,Ridge - f1 score,Ridge - precision,PassiveAggressive - accuracy,PassiveAggressive - balanced accuracy,PassiveAggressive - f1 score,PassiveAggressive - precision,SGDOneClassSVM - accuracy,SGDOneClassSVM - balanced accuracy,SGDOneClassSVM - f1 score,SGDOneClassSVM - precision,Dummy - accuracy,Dummy - balanced accuracy,Dummy - f1 score,Dummy - precision,HistGradientBoosting - accuracy,HistGradientBoosting - balanced accuracy,HistGradientBoosting - f1 score,HistGradientBoosting - precision,XGB - accuracy,XGB - balanced accuracy,XGB - f1 score,XGB - precision,LGBM - accuracy,LGBM - balanced accuracy,LGBM - f1 score,LGBM - precision
113,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9041666666666667,0.9188142243953628,0.920180590865258,1.0,1.0,1.0,1.0,0.7868852459016393,0.8859649122807017,0.8391340304990687,0.9498553519768562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.36607142857142855,0.7527868852459015,0.8554396423248882,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8327067669172932,0.8667344431736349,0.8667923205049531,1.0,1.0,1.0,1.0,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.3644067796610169,0.8075759987267229,0.9452309985096871,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8979328165374676,0.9030568223838286,0.9065973610555776,1.0,1.0,1.0,1.0,0.6721311475409836,0.5889830508474576,0.7767511177347242,0.9452618952419033,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.35,0.6305170239596469,0.6997201119552179,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.9847775175644028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8758503401360545,0.9043978562421187,0.9096118391549155,1.0,1.0,1.0,1.0,0.8524590163934426,0.9196428571428572,0.8809569682602175,0.9473067915690866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7213114754098361,0.4074074074074074,0.7713033598441811,0.8287408440878967,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8590909090909091,0.8903565996281899,0.9007175245403358,1.0,1.0,1.0,1.0,0.8360655737704918,0.8348484848484848,0.8624236579877853,0.9175843340475359,1.0,1.0,1.0,1.0,0.9672131147540983,0.9536474164133739,0.9672131147540983,0.9672131147540983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.38392857142857145,0.7665128123507878,0.8399023369375653,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.9847775175644028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.97,0.9530099712692243,0.9613583138173302,1.0,1.0,1.0,1.0,0.8360655737704918,0.8348484848484848,0.8624236579877853,0.9175843340475359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.38235294117647056,0.6654399464703913,0.6937565399372165,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,0.9508196721311475,0.9666666666666667,0.9520794637809901,0.9585849870578085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9004559270516718,0.890715964210162,0.909178684415958,1.0,1.0,1.0,1.0,0.7704918032786885,0.875,0.8210382513661203,0.9396031061259706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.3448275862068966,0.760655737704918,0.9055425448868071,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8753799392097263,0.8889069682300776,0.8974752345051284,1.0,1.0,1.0,1.0,0.7377049180327869,0.8666666666666667,0.8341039652515061,0.9845708775313404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.35344827586206895,0.7643844423015108,0.8859910581222056,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9555555555555555,0.9365442453509553,0.9475409836065574,1.0,1.0,1.0,1.0,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.35714285714285715,0.6247723132969035,0.6857257097161136,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.8486111111111111,0.8431529643781585,0.8667889487561619,1.0,1.0,1.0,1.0,0.6557377049180327,0.825,0.7763882589256789,0.9843517138599106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.32,0.5894271504881194,0.6725514922236233,0.639344262295082,0.639344262295082,0.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.926219512195122,0.9193357687834494,0.9252916682297332,1.0,1.0,1.0,1.0,0.639344262295082,0.8166666666666667,0.7641630422660868,0.9843193157519601,1.0,1.0,1.0,1.0,0.9672131147540983,0.96,0.9669731206616453,0.9689387402933562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3055555555555556,0.6350677120456165,0.7687661777394306,0.6229508196721312,0.6229508196721312,0.7676767676767677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9231884057971014,0.9203770994155963,0.9278180200787902,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.970856102003643,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9839878002287457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3645833333333333,0.605296343001261,0.6404879908501715,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.960594315245478,0.9672131147540983,0.9672131147540983,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.36792452830188677,0.7059426229508196,0.7880289744567289,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.8860544217687075,0.9192496197397331,0.9211328289197143,1.0,1.0,1.0,1.0,0.8360655737704918,0.9137931034482758,0.8795623260129911,0.9621689785624212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.38461538461538464,0.6819672131147542,0.7103825136612022,0.7868852459016393,0.7868852459016393,0.8807339449541284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,0.9672131147540983,0.9743589743589743,0.9674944667441947,0.9699453551912568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8535714285714285,0.8545028741750053,0.8607665042091271,1.0,1.0,1.0,1.0,0.6229508196721312,0.8083333333333333,0.7516917356768633,0.9842896174863388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3173076923076923,0.632160618898508,0.7603012848914489,0.6065573770491803,0.6065573770491803,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,0.9672131147540983,0.9777777777777779,0.9678048566669588,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8208020050125313,0.8513331074565404,0.8507222434023807,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3482142857142857,0.723298559364133,0.832634388105223,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,0.9508196721311475,0.9583333333333333,0.9511424306405413,0.9560889929742389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.9024390243902439,0.8726923644956431,0.9063231850117096,1.0,1.0,1.0,1.0,0.5409836065573771,0.5409836065573771,0.7021276595744682,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9516129032258065,0.9507402849998015,0.9552906110283159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47540983606557374,0.26851851851851855,0.5901639344262296,0.7779433681073025,0.5409836065573771,0.5409836065573771,0.7021276595744682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,0.9508196721311475,0.9693877551020409,0.9527753810756399,0.9606557377049181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819672131147541,0.7575987841945289,0.8218117276634025,0.824447612259444,1.0,1.0,1.0,1.0,0.8852459016393442,0.9339622641509434,0.898651518751305,0.9387978142076503,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9846994535519125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.37719298245614036,0.7802005411427662,0.8734853884533144,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8817829457364341,0.9016393442622951,0.9016393442622951,1.0,1.0,1.0,1.0,0.7540983606557377,0.8706896551724138,0.823660351983676,0.9590163934426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3482142857142857,0.723298559364133,0.832634388105223,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.9617794486215538,0.9672131147540983,0.9672131147540983,1.0,1.0,1.0,1.0,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4918032786885246,0.3191489361702128,0.5194326763676552,0.550351288056206,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9243055555555555,0.9201324396349834,0.9272155799334403,1.0,1.0,1.0,1.0,0.6885245901639344,0.597457627118644,0.7883846932702637,0.945909856608735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.34545454545454546,0.7064390738549942,0.8157689305230288,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9846311475409836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8729166666666667,0.9016393442622951,0.9016393442622951,1.0,1.0,1.0,1.0,0.7540983606557377,0.875,0.8450199752031959,0.9846311475409836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.38,0.6557377049180327,0.692167577413479,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9845708775313404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8776737967914439,0.9016393442622951,0.9016393442622951,1.0,1.0,1.0,1.0,0.7540983606557377,0.8728813559322034,0.833259338063446,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.37962962962962965,0.7407159585145533,0.8248882265275707,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9430091185410334,0.9514031984536552,0.9526490852934189,1.0,1.0,1.0,1.0,0.8032786885245902,0.896551724137931,0.8575031525851198,0.9606557377049181,1.0,1.0,1.0,1.0,0.9508196721311475,0.9166666666666667,0.9494130846129372,0.9540270848182467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3584905660377358,0.6669978473257163,0.7177476835352815,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.901219512195122,0.902751756440281,0.9059192173946272,1.0,1.0,1.0,1.0,0.6721311475409836,0.8305084745762712,0.7752871640459463,0.970193740685544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.33636363636363636,0.7098011859086153,0.8554014291719209,0.639344262295082,0.639344262295082,0.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.9166666666666667,0.9660506706408345,0.96849887495982,1.0,1.0,1.0,1.0,0.9344262295081968,0.9091981132075472,0.9374386997337817,0.9436194149791064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7540983606557377,0.42592592592592593,0.7756440281030444,0.798457087753134,0.8360655737704918,0.8360655737704918,0.9107142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,0.9508196721311475,0.9642857142857143,0.9517082056066463,0.9575260804769001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7540983606557377,0.7393048128342246,0.7624546103708656,0.7808475677328136,1.0,1.0,1.0,1.0,0.6885245901639344,0.8362068965517242,0.7763799222579009,0.9575260804769001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47540983606557374,0.31521739130434784,0.5145612343297975,0.560739806641446,0.639344262295082,0.639344262295082,0.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8971088435374149,0.8920537087352675,0.9123126150609275,1.0,1.0,1.0,1.0,0.7868852459016393,0.8075757575757576,0.8260077611467489,0.9100771456123433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.37254901960784315,0.6688524590163936,0.7220566318926975,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9231884057971014,0.9203770994155963,0.9278180200787902,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3645833333333333,0.605296343001261,0.6404879908501715,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9347826086956521,0.9064048799085017,0.9297423887587822,1.0,1.0,1.0,1.0,0.6557377049180327,0.6557377049180327,0.7920792079207921,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.9772727272727273,0.9835196919171689,0.9840163934426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.3269230769230769,0.6300784034212402,0.7245901639344262,0.6557377049180327,0.6557377049180327,0.7920792079207921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,0.9672131147540983,0.975,0.9675379265543198,0.970064148253742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8518292682926829,0.8548043838102087,0.8614060096785084,1.0,1.0,1.0,1.0,0.6229508196721312,0.6229508196721312,0.7676767676767677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3113207547169811,0.6301567285173844,0.7545297670405522,0.6229508196721312,0.6229508196721312,0.7676767676767677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7704918032786885,0.7236111111111111,0.7746339966687121,0.7804888380565087,1.0,1.0,1.0,1.0,0.7704918032786885,0.8771929824561404,0.8274515648286139,0.9489981785063751,1.0,1.0,1.0,1.0,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9839878002287457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.3695652173913043,0.5761650396021366,0.596263820053374,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9095607235142118,0.9186582918501915,0.9198405850692304,1.0,1.0,1.0,1.0,0.7704918032786885,0.875,0.8210382513661203,0.9396031061259706,1.0,1.0,1.0,1.0,0.9672131147540983,0.9523809523809523,0.9667932826869252,0.9687743950039032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.3673469387755102,0.6355611601513241,0.6885245901639344,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
