Trial #,SVC - accuracy,SVC - balanced accuracy,SVC - f1 score,SVC - precision,GradientBoosting - accuracy,GradientBoosting - balanced accuracy,GradientBoosting - f1 score,GradientBoosting - precision,GaussianNB - accuracy,GaussianNB - balanced accuracy,GaussianNB - f1 score,GaussianNB - precision,DecisionTree - accuracy,DecisionTree - balanced accuracy,DecisionTree - f1 score,DecisionTree - precision,KNeighbors - accuracy,KNeighbors - balanced accuracy,KNeighbors - f1 score,KNeighbors - precision,AdaBoost - accuracy,AdaBoost - balanced accuracy,AdaBoost - f1 score,AdaBoost - precision,RandomForest - accuracy,RandomForest - balanced accuracy,RandomForest - f1 score,RandomForest - precision,MLP - accuracy,MLP - balanced accuracy,MLP - f1 score,MLP - precision,QDA - accuracy,QDA - balanced accuracy,QDA - f1 score,QDA - precision,CatBoost - accuracy,CatBoost - balanced accuracy,CatBoost - f1 score,CatBoost - precision,ExtraTrees - accuracy,ExtraTrees - balanced accuracy,ExtraTrees - f1 score,ExtraTrees - precision,Bagging - accuracy,Bagging - balanced accuracy,Bagging - f1 score,Bagging - precision,Ridge - accuracy,Ridge - balanced accuracy,Ridge - f1 score,Ridge - precision,PassiveAggressive - accuracy,PassiveAggressive - balanced accuracy,PassiveAggressive - f1 score,PassiveAggressive - precision,SGDOneClassSVM - accuracy,SGDOneClassSVM - balanced accuracy,SGDOneClassSVM - f1 score,SGDOneClassSVM - precision,Dummy - accuracy,Dummy - balanced accuracy,Dummy - f1 score,Dummy - precision,HistGradientBoosting - accuracy,HistGradientBoosting - balanced accuracy,HistGradientBoosting - f1 score,HistGradientBoosting - precision,XGB - accuracy,XGB - balanced accuracy,XGB - f1 score,XGB - precision,LGBM - accuracy,LGBM - balanced accuracy,LGBM - f1 score,LGBM - precision
81,0.9672131147540983,0.9743589743589743,0.9674944667441947,0.9699453551912568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9404761904761905,0.9202044233822514,0.9351092896174863,1.0,1.0,1.0,1.0,0.6065573770491803,0.5550847457627119,0.7279319041614125,0.9424383399793237,0.9836065573770492,0.986842105263158,0.9836716660853388,0.9842896174863389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.34375,0.61099324975892,0.7018165706690296,0.6065573770491803,0.6065573770491803,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819672131147541,0.8012820512820513,0.8292606388851761,0.8503833608675393,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3627450980392157,0.6581792814788979,0.7194052611513534,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9095607235142118,0.9186582918501915,0.9198405850692304,1.0,1.0,1.0,1.0,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.3333333333333333,0.6639344262295082,0.7587822014051522,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8843582887700534,0.887873022492116,0.8951419432227109,1.0,1.0,1.0,1.0,0.639344262295082,0.3305084745762712,0.7544262295081968,0.9200319872051179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.33636363636363636,0.6950136612021857,0.8136745301879248,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9839968774395004,1.0,1.0,1.0,1.0,0.7377049180327869,0.8620689655172413,0.8121013412816693,0.9585849870578085,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9839968774395004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3584905660377358,0.6950819672131149,0.786104605776737,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.9847775175644028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.7682370820668694,0.8360655737704918,0.8360655737704918,1.0,1.0,1.0,1.0,0.7868852459016393,0.7298850574712643,0.8446709831473572,0.9376152274652448,1.0,1.0,1.0,1.0,0.9836065573770492,0.9666666666666667,0.98341204860288,0.9839553540286013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7213114754098361,0.3793103448275862,0.7968774395003902,0.8901290547610743,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9131944444444444,0.9048163680264328,0.9164334266293482,1.0,1.0,1.0,1.0,0.7213114754098361,0.853448275862069,0.8003772579681346,0.9581967213114755,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.34,0.6125022518465143,0.6797281087564974,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8753799392097263,0.8889069682300776,0.8974752345051284,1.0,1.0,1.0,1.0,0.7377049180327869,0.7040229885057472,0.8115075538412087,0.9349960550539143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.36607142857142855,0.7527868852459015,0.8554396423248882,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9110942249240122,0.9056010928961747,0.9183293091032321,1.0,1.0,1.0,1.0,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3584905660377358,0.6878415300546448,0.7678231033168128,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9270833333333333,0.8929039892384891,0.9254098360655738,1.0,1.0,1.0,1.0,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.34545454545454546,0.7137978142076503,0.8356657337065174,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8819444444444444,0.8881854154889768,0.8958461728090719,1.0,1.0,1.0,1.0,0.7540983606557377,0.7523584905660378,0.7899530246380979,0.8688935453387567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3425925925925926,0.6823770491803279,0.7798594847775175,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8843582887700534,0.887873022492116,0.8951419432227109,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.9844262295081967,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.3673469387755102,0.6426229508196721,0.7053178728508597,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,0.9672131147540983,0.95,0.9667406220469207,0.9687380861608845,1.0,1.0,1.0,1.0,0.8852459016393442,0.8789855072463768,0.8885279391818349,0.8966196467149575,1.0,1.0,1.0,1.0,0.7540983606557377,0.8706896551724138,0.823660351983676,0.9590163934426229,1.0,1.0,1.0,1.0,0.9344262295081968,0.9090909090909092,0.9327469012395043,0.9405261151353412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45901639344262296,0.35,0.44242543946276913,0.42699199390011444,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,0.9672131147540983,0.9803921568627452,0.968375558867362,0.9726775956284154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8236363636363637,0.8871609897981958,0.8897067023530724,1.0,1.0,1.0,1.0,0.8360655737704918,0.7960526315789473,0.8708629755644911,0.9317497490799599,1.0,1.0,1.0,1.0,0.9836065573770492,0.9615384615384616,0.9833631908061519,0.9839411174305787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.41346153846153844,0.7258561921765946,0.7480762796922047,0.8032786885245902,0.8032786885245902,0.8909090909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9235588972431077,0.9344262295081968,0.9344262295081968,1.0,1.0,1.0,1.0,0.7377049180327869,0.8620689655172413,0.8121013412816693,0.9585849870578085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.33620689655172414,0.7416393442622952,0.8829039812646371,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.95,0.9667406220469207,0.9687380861608845,1.0,1.0,1.0,1.0,0.9016393442622951,0.8930555555555555,0.9034145700008768,0.9074003473545982,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.970856102003643,1.0,1.0,1.0,1.0,0.9344262295081968,0.9090909090909092,0.9327469012395043,0.9405261151353412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5081967213114754,0.32978723404255317,0.530783242258652,0.5554708349218452,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,0.9672131147540983,0.9787234042553192,0.9679496317415063,0.9713114754098361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8074866310160428,0.8510524288752322,0.8501821493624772,1.0,1.0,1.0,1.0,0.7377049180327869,0.6271929824561404,0.8009643201542912,0.9010928961748634,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9846311475409836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3854166666666667,0.6261237440507668,0.6469945355191257,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,0.9508196721311475,0.9673913043478262,0.9522262596493577,0.9590163934426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9299999999999999,0.8947768315736369,0.9298724954462659,1.0,1.0,1.0,1.0,0.7540983606557377,0.8706896551724138,0.823660351983676,0.9590163934426229,1.0,1.0,1.0,1.0,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3392857142857143,0.7047524424573605,0.8112847884102173,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8590225563909775,0.8843701946884204,0.884038632608972,1.0,1.0,1.0,1.0,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.33,0.5817028027498676,0.6290507052992756,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.9847775175644028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9407051282051282,0.951471575112645,0.9528127958543026,1.0,1.0,1.0,1.0,0.8524590163934426,0.8544973544973544,0.8719363739652652,0.9155912103243808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.38392857142857145,0.7665128123507878,0.8399023369375653,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.8434650455927051,0.8449417024633996,0.8706117552978807,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.9844262295081967,1.0,1.0,1.0,1.0,0.9672131147540983,0.9628048780487805,0.9672131147540983,0.9672131147540983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3333333333333333,0.7246570759451322,0.8660535785685727,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9512195121951219,0.9357254767090832,0.9453551912568307,1.0,1.0,1.0,1.0,0.639344262295082,0.8135593220338984,0.7506042454812946,0.9699453551912568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3125,0.6909924202362066,0.868409392999557,0.6065573770491803,0.6065573770491803,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9844693701466782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9364973262032086,0.935485237429576,0.9388224660010681,1.0,1.0,1.0,1.0,0.7540983606557377,0.868421052631579,0.8156547657616794,0.9482312338222606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3173076923076923,0.598535054063481,0.6697892271662763,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,0.9672131147540983,0.9743589743589743,0.9674944667441947,0.9699453551912568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9204545454545454,0.890083472783726,0.9187158469945356,1.0,1.0,1.0,1.0,0.6557377049180327,0.8189655172413793,0.7515674431981594,0.9569672131147541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.2962962962962963,0.6225905242298685,0.7656180770934871,0.6065573770491803,0.6065573770491803,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9710703953712633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9041666666666667,0.9188142243953628,0.920180590865258,1.0,1.0,1.0,1.0,0.7377049180327869,0.8666666666666667,0.8341039652515061,0.9845708775313404,1.0,1.0,1.0,1.0,0.9672131147540983,0.9473684210526316,0.9666836107934087,0.9687034277198212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.37755102040816324,0.639167988718491,0.6754843517138599,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9846994535519125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8503039513677811,0.886607463058529,0.8885483487764315,1.0,1.0,1.0,1.0,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9846994535519125,0.9836065573770492,0.96875,0.9834322208727286,0.9839629365645046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.35294117647058826,0.6205847557884063,0.654312188168211,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9302884615384616,0.9360705565797997,0.9402708481824662,1.0,1.0,1.0,1.0,0.8032786885245902,0.896551724137931,0.8575031525851198,0.9606557377049181,1.0,1.0,1.0,1.0,0.9836065573770492,0.96875,0.9834322208727286,0.9839629365645046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.36,0.6147540983606556,0.6414825374198146,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,0.9836065573770492,0.9878048780487805,0.9837052833187713,0.9843871975019517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9444444444444444,0.9211603117099741,0.9375487900078064,1.0,1.0,1.0,1.0,0.6721311475409836,0.8333333333333333,0.7883755588673622,0.9843871975019517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47540983606557374,0.30851063829787234,0.5136612021857924,0.5586065573770491,0.6557377049180327,0.6557377049180327,0.7920792079207921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,0.9836065573770492,0.9897959183673469,0.9838499239479466,0.9848675914249685,1.0,1.0,1.0,1.0,0.9836065573770492,0.9897959183673469,0.9838499239479466,0.9848675914249685,1.0,1.0,1.0,1.0,0.8360655737704918,0.7556089743589745,0.8360655737704918,0.8360655737704918,1.0,1.0,1.0,1.0,0.819672131147541,0.9067796610169492,0.8765231602063225,0.9722572509457755,1.0,1.0,1.0,1.0,0.9508196721311475,0.9705882352941176,0.9532819283353853,0.9621689785624212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.40217391304347827,0.593651900941751,0.5812841530054645,0.7868852459016393,0.7868852459016393,0.8807339449541284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9260651629072681,0.919513676011077,0.9257136306316633,1.0,1.0,1.0,1.0,0.7049180327868853,0.8421052631578947,0.7793978562421187,0.9463487332339792,1.0,1.0,1.0,1.0,0.9836065573770492,0.9782608695652174,0.9835308589406948,0.9840269020596889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4918032786885246,0.32608695652173914,0.532304725168756,0.5800756620428752,0.639344262295082,0.639344262295082,0.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9478609625668449,0.9512396026810951,0.9522599229042232,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.9845173041894354,1.0,1.0,1.0,1.0,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9839878002287457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.35294117647058826,0.6403906522497385,0.6999618757148304,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8663101604278074,0.8862257395892218,0.8877451603337994,1.0,1.0,1.0,1.0,0.7704918032786885,0.7984848484848486,0.8138173302107727,0.9079933917905706,1.0,1.0,1.0,1.0,0.9672131147540983,0.95,0.9667406220469207,0.9687380861608845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.34545454545454546,0.6992305118768819,0.7967975600457491,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
