,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_param,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.007237593332926433,0.00187267630424266,0.003204345703125,0.0009458308336580518,0.1,1e-06,"OrderedDict([('reg_param', 0.1), ('tol', 1e-06)])",-0.529168794601714,-1.2720555031512786,-0.5319125902070613,-0.7777122959866846,0.34955522878453554,143,-0.3654666724288536,-0.9027277943013237,-0.3261467829850747,-0.5314470832384174,0.26302539577260187,1
1,0.006625572840372722,0.0010083777002188653,0.005723714828491211,0.0014310249360789638,0.1,1e-06,"OrderedDict([('reg_param', 0.1), ('tol', 1e-06)])",-0.529168794601714,-1.2720555031512786,-0.5319125902070613,-0.7777122959866846,0.34955522878453554,143,-0.3654666724288536,-0.9027277943013237,-0.3261467829850747,-0.5314470832384174,0.26302539577260187,1
2,0.003159761428833008,0.0003875695247015049,0.0018916130065917969,0.00012593120993920325,1.0,1e-06,"OrderedDict([('reg_param', 1.0), ('tol', 1e-06)])",-0.5031611274027734,-1.4001909889165554,-0.9519101547664223,-0.9517540903619169,0.3662109240851348,147,-0.6578042727050554,-1.1971758577139247,-0.9762019271595189,-0.9437273525261664,0.22139162160744,147
3,0.005331834157307942,0.0005674430747023082,0.004607041676839192,0.0013075149687282663,0.5,1e-05,"OrderedDict([('reg_param', 0.5), ('tol', 1e-05)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
4,0.002467552820841471,5.1992138521033124e-05,0.0012965997060139973,1.7686238097899666e-05,0.0,1e-07,"OrderedDict([('reg_param', 0.0), ('tol', 1e-07)])",-6.293336306036329,-14.57228823788209,-10.098135060041866,-10.321253201320095,3.3835481919802026,148,-5.911159155815212,-13.286424006433268,-7.117561821832912,-8.771714994693797,3.2301496295223275,148
5,0.002278010050455729,5.749673286687825e-05,0.0013058185577392578,3.159803323758942e-05,0.0,1e-06,"OrderedDict([('reg_param', 0.0), ('tol', 1e-06)])",-6.293336306036329,-14.57228823788209,-10.098135060041866,-10.321253201320095,3.3835481919802026,148,-5.911159155815212,-13.286424006433268,-7.117561821832912,-8.771714994693797,3.2301496295223275,148
6,0.002325296401977539,3.562636315899639e-05,0.0014808177947998047,0.0001726434791367445,0.5,1e-07,"OrderedDict([('reg_param', 0.5), ('tol', 1e-07)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
7,0.0021649996439615884,4.51769480848572e-05,0.0014740626017252605,9.598143595810152e-05,0.5,1e-07,"OrderedDict([('reg_param', 0.5), ('tol', 1e-07)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
8,0.0022156238555908203,1.563051548298241e-05,0.0012836456298828125,2.582855713644188e-05,0.5,1e-05,"OrderedDict([('reg_param', 0.5), ('tol', 1e-05)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
9,0.003974755605061849,0.002571919941062413,0.0036210219065348306,0.0034164878609755705,0.0,1e-05,"OrderedDict([('reg_param', 0.0), ('tol', 1e-05)])",-6.293336306036329,-14.57228823788209,-10.098135060041866,-10.321253201320095,3.3835481919802026,148,-5.911159155815212,-13.286424006433268,-7.117561821832912,-8.771714994693797,3.2301496295223275,148
10,0.003330787022908529,0.001625276473632752,0.0027856826782226562,0.002106347318169668,0.5,1e-06,"OrderedDict([('reg_param', 0.5), ('tol', 1e-06)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
11,0.00735934575398763,0.001526533005674831,0.006761630376180013,0.0048330259418965515,0.5,1e-06,"OrderedDict([('reg_param', 0.5), ('tol', 1e-06)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
12,0.003258784612019857,0.0015946329248639353,0.007103919982910156,0.0043251824049734015,0.5,1e-07,"OrderedDict([('reg_param', 0.5), ('tol', 1e-07)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
13,0.011075099309285482,0.0007039133034808792,0.005525032679239909,0.002970589387450193,0.5,1e-06,"OrderedDict([('reg_param', 0.5), ('tol', 1e-06)])",-0.4503624800017876,-1.0906408409405313,-0.4520323890341009,-0.6643452366588066,0.3014372834952401,1,-0.42694450843623727,-0.7872413481632303,-0.43340813023315444,-0.549197995610874,0.16834275129916237,5
