,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.0018354256947835286,0.0003133273910348358,0.0011262098948160808,0.0001941011649079567,gini,9,4,5,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 5)])",-1.100152449512416,-0.7241837194756652,-0.5344996113341368,-0.7862785934407394,0.23506398187775662,19,-0.08595127816519649,-0.10240596453030727,-0.0975104842513727,-0.09528924231562548,0.006898773448779727,5
1,0.0015783309936523438,0.00011991625012021535,0.001024325688680013,6.074804754004105e-05,gini,5,1,3,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 1), ('min_samples_split', 3)])",-1.0959266080205827,-1.048070083207772,-0.26712706449436296,-0.8037079185742394,0.3799226425345094,20,-0.15989223767244307,-0.1769983111633746,-0.1789105413375107,-0.1719336967244428,0.008550310253063284,6
2,0.0012954870859781902,5.776436028383149e-05,0.0010004838307698567,3.30433203741582e-05,gini,3,5,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 4)])",-0.39271566810716296,-0.42729600469882145,-0.41961464941966875,-0.4132087740752177,0.014826245847473392,7,-0.36395381980984376,-0.34567127828646765,-0.3953364028751335,-0.368320500323815,0.020509462436238985,22
3,0.001589377721150716,0.00014050675732493365,0.0009946823120117188,3.433724208510171e-05,gini,5,3,3,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 3), ('min_samples_split', 3)])",-0.8037867145462259,-0.8034346318168116,-0.27702654128492493,-0.6280826292159875,0.248234181967564,17,-0.15671152542378558,-0.1956961142937283,-0.19545625296632524,-0.18262129756127968,0.01832123726765828,8
4,0.0016261736551920574,4.470473746907755e-05,0.0009793440500895183,2.14509011405771e-05,gini,9,3,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('min_samples_leaf', 3), ('min_samples_split', 4)])",-1.3414489225701065,-1.609304407309594,-0.9030082561571929,-1.2845871953456311,0.29113399583970123,22,-0.05689347631498596,-0.06895556078021808,-0.04867490549963667,-0.058174647531613576,0.008328957294370845,2
5,0.0017205874125162761,0.0001267983935077146,0.0010372002919514973,0.00010267333703386959,gini,9,2,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 4)])",-1.541226255485667,-2.2428178339086258,-1.1449488530107166,-1.6429976474683363,0.45394356255230744,24,-0.021789123888787593,-0.05351332026363212,-0.024837226118934963,-0.03337989009045156,0.01429076600944611,1
6,0.0017284552256266277,0.00011917595927212984,0.0010077158610026042,2.1258358634059257e-05,entropy,9,4,3,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 3)])",-0.7941574675036357,-0.7111942917170437,-0.5978573827574027,-0.7010697139926941,0.08045831684135936,18,-0.05851626841130071,-0.0855742186204302,-0.09503508613926978,-0.07970852439033356,0.015474942943629846,4
7,0.0025212764739990234,0.00033153050026335577,0.0017043749491373699,0.00042271070954382037,gini,5,4,3,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 4), ('min_samples_split', 3)])",-0.9592816857169388,-0.40342886618701007,-0.2702439022276821,-0.5443181513772103,0.2984187324102395,15,-0.17250137846787264,-0.19032282537669096,-0.20043445544031024,-0.18775288642829127,0.011547514507053231,9
8,0.0018996397654215496,0.00023964663636836907,0.0013662179311116536,0.00040072937895256215,gini,7,2,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 2), ('min_samples_split', 4)])",-1.9871757741651357,-1.3566007168244483,-1.210173927000555,-1.5179834726633796,0.33711151768706915,23,-0.03526781684341265,-0.09233551300718383,-0.07112063310917559,-0.06624132098659069,0.023551875388205343,3
9,0.004764874776204427,0.0010359257783495428,0.0020346641540527344,0.0007252125975989167,gini,3,5,3,"OrderedDict([('criterion', 'gini'), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 3)])",-0.39271566810716296,-0.42729600469882145,-0.41961464941966875,-0.4132087740752177,0.014826245847473392,7,-0.36395381980984376,-0.34567127828646765,-0.3953364028751335,-0.368320500323815,0.020509462436238985,22
10,0.0014142990112304688,0.0001263278039623372,0.0026990572611490884,0.002254709609931776,entropy,3,5,5,"OrderedDict([('criterion', 'entropy'), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5)])",-0.41199291312400216,-0.42729600469882145,-0.41961464941966875,-0.41963452241416405,0.006247476778068565,14,-0.36068910484885436,-0.34567127828646765,-0.3953364028751335,-0.36723226200348513,0.020796888056703298,17
11,0.0019130706787109375,0.0007050021930213652,0.0010670820871988933,5.005099500576055e-05,gini,3,4,2,"OrderedDict([('criterion', 'gini'), ('max_depth', 3), ('min_samples_leaf', 4), ('min_samples_split', 2)])",-0.39271566810716296,-0.42729600469882145,-0.416719505729082,-0.41224372617835553,0.01446776581780166,3,-0.36395381980984376,-0.34567127828646765,-0.3944861656565518,-0.3680370879176211,0.020136668312119792,21
