shscore
-0.9980509189133332
-0.9957355200746975
-0.9957355200746975
-0.9960466310430139
-0.9977021809589744
-0.9957849079119695
-0.9541443599475797
-0.9952229831182139
-0.9940784252690464
-0.9979361885479314
-0.9985659358565763
-0.9883363507798486
-0.9949976574488917
-0.9971591043186103
-0.9749657707260961
-0.9987358294829782
-0.9993924923007161
-0.9990447408836475
-0.9993380284260361
-0.9991796864013724
-0.9985006026311143
-0.9992779152701742
-0.9995828110676209
-0.9992779152701742
