model,output,metric,value
SVC,Risk,accuracy,
SVC,Risk,precision,
SVC,Risk,recall,
SVC,Risk,f1,
SVC,Risk,train_time,
SVC,Risk,predict_time,
SVC,Risk,logloss,
SVC,Risk,shscore,
SVC,Risk,roc_auc,
SVC,Risk,balanced_accuracy,
SVC,Risk,jaccard,
GradientBoosting,Risk,accuracy,
GradientBoosting,Risk,precision,
GradientBoosting,Risk,recall,
GradientBoosting,Risk,f1,
GradientBoosting,Risk,train_time,
GradientBoosting,Risk,predict_time,
GradientBoosting,Risk,logloss,
GradientBoosting,Risk,shscore,
GradientBoosting,Risk,roc_auc,
GradientBoosting,Risk,balanced_accuracy,
GradientBoosting,Risk,jaccard,
GaussianNB,Risk,accuracy,
GaussianNB,Risk,precision,
GaussianNB,Risk,recall,
GaussianNB,Risk,f1,
GaussianNB,Risk,train_time,
GaussianNB,Risk,predict_time,
GaussianNB,Risk,logloss,
GaussianNB,Risk,shscore,
GaussianNB,Risk,roc_auc,
GaussianNB,Risk,balanced_accuracy,
GaussianNB,Risk,jaccard,
DecisionTree,Risk,accuracy,
DecisionTree,Risk,precision,
DecisionTree,Risk,recall,
DecisionTree,Risk,f1,
DecisionTree,Risk,train_time,
DecisionTree,Risk,predict_time,
DecisionTree,Risk,logloss,
DecisionTree,Risk,shscore,
DecisionTree,Risk,roc_auc,
DecisionTree,Risk,balanced_accuracy,
DecisionTree,Risk,jaccard,
KNeighbors,Risk,accuracy,
KNeighbors,Risk,precision,
KNeighbors,Risk,recall,
KNeighbors,Risk,f1,
KNeighbors,Risk,train_time,
KNeighbors,Risk,predict_time,
KNeighbors,Risk,logloss,
KNeighbors,Risk,shscore,
KNeighbors,Risk,roc_auc,
KNeighbors,Risk,balanced_accuracy,
KNeighbors,Risk,jaccard,
AdaBoost,Risk,accuracy,
AdaBoost,Risk,precision,
AdaBoost,Risk,recall,
AdaBoost,Risk,f1,
AdaBoost,Risk,train_time,
AdaBoost,Risk,predict_time,
AdaBoost,Risk,logloss,
AdaBoost,Risk,shscore,
AdaBoost,Risk,roc_auc,
AdaBoost,Risk,balanced_accuracy,
AdaBoost,Risk,jaccard,
RandomForest,Risk,accuracy,
RandomForest,Risk,precision,
RandomForest,Risk,recall,
RandomForest,Risk,f1,
RandomForest,Risk,train_time,
RandomForest,Risk,predict_time,
RandomForest,Risk,logloss,
RandomForest,Risk,shscore,
RandomForest,Risk,roc_auc,
RandomForest,Risk,balanced_accuracy,
RandomForest,Risk,jaccard,
MLP,Risk,accuracy,
MLP,Risk,precision,
MLP,Risk,recall,
MLP,Risk,f1,
MLP,Risk,train_time,
MLP,Risk,predict_time,
MLP,Risk,logloss,
MLP,Risk,shscore,
MLP,Risk,roc_auc,
MLP,Risk,balanced_accuracy,
MLP,Risk,jaccard,
CatBoost,Risk,accuracy,
CatBoost,Risk,precision,
CatBoost,Risk,recall,
CatBoost,Risk,f1,
CatBoost,Risk,train_time,
CatBoost,Risk,predict_time,
CatBoost,Risk,logloss,
CatBoost,Risk,shscore,
CatBoost,Risk,roc_auc,
CatBoost,Risk,balanced_accuracy,
CatBoost,Risk,jaccard,
ExtraTrees,Risk,accuracy,
ExtraTrees,Risk,precision,
ExtraTrees,Risk,recall,
ExtraTrees,Risk,f1,
ExtraTrees,Risk,train_time,
ExtraTrees,Risk,predict_time,
ExtraTrees,Risk,logloss,
ExtraTrees,Risk,shscore,
ExtraTrees,Risk,roc_auc,
ExtraTrees,Risk,balanced_accuracy,
ExtraTrees,Risk,jaccard,
Dummy,Risk,accuracy,
Dummy,Risk,precision,
Dummy,Risk,recall,
Dummy,Risk,f1,
Dummy,Risk,train_time,
Dummy,Risk,predict_time,
Dummy,Risk,logloss,
Dummy,Risk,shscore,
Dummy,Risk,roc_auc,
Dummy,Risk,balanced_accuracy,
Dummy,Risk,jaccard,
HGB,Risk,accuracy,
HGB,Risk,precision,
HGB,Risk,recall,
HGB,Risk,f1,
HGB,Risk,train_time,
HGB,Risk,predict_time,
HGB,Risk,logloss,
HGB,Risk,shscore,
HGB,Risk,roc_auc,
HGB,Risk,balanced_accuracy,
HGB,Risk,jaccard,
LGBM,Risk,accuracy,
LGBM,Risk,precision,
LGBM,Risk,recall,
LGBM,Risk,f1,
LGBM,Risk,train_time,
LGBM,Risk,predict_time,
LGBM,Risk,logloss,
LGBM,Risk,shscore,
LGBM,Risk,roc_auc,
LGBM,Risk,balanced_accuracy,
LGBM,Risk,jaccard,
XGB,Risk,accuracy,
XGB,Risk,precision,
XGB,Risk,recall,
XGB,Risk,f1,
XGB,Risk,train_time,
XGB,Risk,predict_time,
XGB,Risk,logloss,
XGB,Risk,shscore,
XGB,Risk,roc_auc,
XGB,Risk,balanced_accuracy,
XGB,Risk,jaccard,
ExtraTree,Risk,accuracy,
ExtraTree,Risk,precision,
ExtraTree,Risk,recall,
ExtraTree,Risk,f1,
ExtraTree,Risk,train_time,
ExtraTree,Risk,predict_time,
ExtraTree,Risk,logloss,
ExtraTree,Risk,shscore,
ExtraTree,Risk,roc_auc,
ExtraTree,Risk,balanced_accuracy,
ExtraTree,Risk,jaccard,
