,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.0008149941762288412,7.193088487591334e-05,0.0009354750315348307,4.3544890660295816e-05,gini,5,2,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 2), ('min_samples_split', 4)])",-1.1034302087100831,-0.24261025203380154,-0.14944364701351287,-0.49849470258579914,0.42944167551223555,11,-0.12124667473679335,-0.16724665970490707,-0.14607499823346243,-0.14485611089172096,0.018799182943780034,11
1,0.0009160041809082031,0.000214125901406457,0.0009578069051106771,8.449583445820476e-05,entropy,9,4,3,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 3)])",-0.19621724435909338,-0.1850136942898787,-0.8281819453163295,-0.40313762798843383,0.30058651960579885,9,-0.11432161739742297,-0.17664450911897805,-0.09947971740105523,-0.1301486146391521,0.03343123939755428,9
2,0.0008702278137207031,1.4401482132641817e-05,0.0009895960489908855,3.4913106569158963e-05,gini,7,4,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 4), ('min_samples_split', 4)])",-0.5060572541555448,-0.05804020995300356,-0.08271938668389113,-0.21560561693081315,0.20562730139084798,5,-0.16035127641951516,-0.12585904491423938,-0.04904324790406024,-0.11175118974593827,0.04652342052548481,8
3,0.0008102258046468099,4.834759359732841e-05,0.0009413560231526693,2.623784156305196e-05,gini,9,2,4,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 4)])",-0.3673545026528952,-1.0122736609733218,-0.1172075820396341,-0.4989452485552837,0.3770702098370115,12,-0.022381952072858854,-0.012691865038487673,-0.10696831690006342,-0.047347378003803314,0.0423435686800023,2
4,0.0009497801462809244,0.0002425880110419996,0.0009633700052897135,5.241679439551532e-05,entropy,9,1,4,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('min_samples_leaf', 1), ('min_samples_split', 4)])",-0.008762395374982709,-0.37234532694466105,-1.401763454863501,-0.5942903923943815,0.589947849103147,14,-0.04193141041985913,-0.05727588438455984,-0.045522537460067805,-0.04824327742149559,0.0065531183298043715,3
5,0.0008492469787597656,6.688565430033045e-05,0.000993172327677409,4.1001218289953214e-05,entropy,9,2,3,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 3)])",-1.0473628804932407,-0.057165888626562515,-0.6800689318701353,-0.5948659003299794,0.4087111352476866,15,-0.021247808562005754,-0.062476635358157055,-2.2204460492503136e-16,-0.02790814797338768,0.02593713659633138,1
6,0.0014030933380126953,0.00013700627755463727,0.0015985965728759766,0.00015238248888176868,entropy,3,3,3,"OrderedDict([('criterion', 'entropy'), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 3)])",-0.21398226344004767,-0.1492702165151274,-0.13053899565480526,-0.1645971585366601,0.03574801718015035,3,-0.18196264821161418,-0.18573134340308098,-0.18465884400014212,-0.18411761187161244,0.0015854473657322175,14
7,0.0008955796559651693,0.00013401645733857485,0.0009642442067464193,3.632387885200808e-05,gini,9,4,5,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 5)])",-0.01823931370819904,-0.7914605378205214,-0.6849628545595319,-0.49822090202941743,0.34217167521631514,10,-0.07549907457487459,-0.1713752199502795,-0.01683392975520415,-0.08790274142678607,0.06369793721055404,5
8,0.0008654594421386719,7.553944436210744e-05,0.0009965101877848308,7.786361287213542e-05,gini,7,3,3,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 3), ('min_samples_split', 3)])",-0.022663410024835604,-0.5548536169236025,-0.08486456959007589,-0.220793865512838,0.23757691273533776,6,-0.08927716650514507,-0.12654124882038204,-0.05232694993447408,-0.08938178842000039,0.030297950965816382,6
9,0.0009797414143880208,8.846889328573597e-05,0.0011750857035319011,2.063143602129014e-05,gini,7,3,5,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 3), ('min_samples_split', 5)])",-0.005503880170859254,-1.4812961051584357,-0.09490854940975267,-0.5272361782463492,0.6756088892374793,13,-0.02947876866279164,-0.08140972969951929,-0.08255155799257598,-0.0644800187849623,0.02475401079352287,4
10,0.0015134811401367188,0.00015155634790033664,0.0018653074900309246,0.0008271122820627672,entropy,5,4,4,"OrderedDict([('criterion', 'entropy'), ('max_depth', 5), ('min_samples_leaf', 4), ('min_samples_split', 4)])",-0.8743004405243178,-0.12715113839806236,-0.15052121893607975,-0.38399093261948664,0.346832428628482,8,-0.06114919014123283,-0.1575081517292994,-0.11378740423201443,-0.11081491536751555,0.039394493161014274,7
11,0.0013015270233154297,0.0006524342604510208,0.0017136732737223308,0.0007434377174547837,entropy,5,5,4,"OrderedDict([('criterion', 'entropy'), ('max_depth', 5), ('min_samples_leaf', 5), ('min_samples_split', 4)])",-0.14970579125639838,-0.05403622757177963,-0.20532184362932776,-0.13635462081916858,0.06247946180151755,2,-0.1149461228953804,-0.10575484089353357,-0.17581906748758097,-0.13217334375883164,0.031089460336949155,10
