iter	Logloss
209	0.4959489496
210	0.4950990236
211	0.4945324812
212	0.4940313316
213	0.4935037942
214	0.4928588048
215	0.4925176797
216	0.4918802695
217	0.4911646073
218	0.4907230916
219	0.4902810767
220	0.4894554017
221	0.4889083707
222	0.4886410667
223	0.4881891754
224	0.4875990679
225	0.4872021038
226	0.4864007976
227	0.4859510879
228	0.4855859485
229	0.4851877396
230	0.4847518007
231	0.4842042142
232	0.4840519301
233	0.4834417643
234	0.4829693209
235	0.4824766428
236	0.4821766656
237	0.481804944
238	0.4814679769
239	0.4811375307
240	0.4806979625
241	0.4803807482
242	0.4801443502
243	0.4793488817
244	0.4789697769
245	0.4783600842
246	0.4778779804
247	0.4771592728
248	0.4768725078
249	0.4765611212
250	0.4759851301
251	0.4753108344
252	0.4747650162
253	0.4743826382
254	0.4739196546
255	0.4734302747
256	0.4727897868
257	0.4722455116
258	0.4714594651
259	0.4708768172
260	0.470392245
261	0.4699417588
262	0.4696382431
263	0.4692494857
264	0.4688845184
265	0.468493843
266	0.4681544539
267	0.4676037973
268	0.4672290039
269	0.4667608919
270	0.466645553
271	0.4659732187
272	0.4655072204
273	0.4652052719
274	0.4648416322
275	0.4645037431
276	0.46409076
277	0.4636730724
278	0.4632088564
279	0.462804887
280	0.462517462
281	0.4620639091
282	0.4617442923
283	0.4613542184
284	0.4609829564
285	0.4603679454
286	0.4599675585
287	0.4594072049
288	0.458965771
289	0.458755571
290	0.458580938
291	0.4581362727
292	0.4577965871
293	0.457399261
294	0.4570983803
295	0.4565819972
296	0.4565153863
297	0.456239946
298	0.4558628301
299	0.4554283815
300	0.4550169747
301	0.4544871244
302	0.4538885869
303	0.4534757786
304	0.4531471923
305	0.4526002805
306	0.45202619
307	0.4515100187
308	0.4512545625
309	0.4507722887
310	0.4504378104
311	0.4499542755
312	0.4495053097
313	0.448904708
314	0.4486694316
315	0.4481459062
316	0.447917213
317	0.4477009713
318	0.4472291681
319	0.446705457
320	0.4465275516
321	0.446358846
322	0.4461057812
323	0.4457615519
324	0.4452071524
325	0.4449978293
326	0.4443827278
327	0.4440968792
328	0.443812857
329	0.4436043241
330	0.4433776338
331	0.4432183156
332	0.4427269307
333	0.4424359536
334	0.4423011427
335	0.4417352298
336	0.4411537858
337	0.4406989687
338	0.4404285561
339	0.4400723588
340	0.4396212314
341	0.4393261444
342	0.438963432
343	0.4387831857
344	0.4385147779
345	0.4382759941
346	0.4381457051
347	0.4378476751
348	0.4370580126
349	0.4366768089
350	0.4363966323
351	0.4360688348
352	0.4357796252
353	0.4354169946
354	0.4351225019
355	0.4346049774
356	0.4343692532
357	0.4339721263
358	0.4334667623
359	0.432918551
360	0.4325788442
361	0.4322162074
362	0.4318165644
363	0.4314529957
364	0.4310498358
365	0.4306514438
366	0.430437805
367	0.4302262195
368	0.429850092
369	0.4293775132
370	0.4291608196
371	0.4288424338
372	0.42852574
373	0.4284690926
374	0.4282534049
375	0.427872384
376	0.4276008042
377	0.4272262727
378	0.426685078
379	0.4265188646
380	0.4261820572
381	0.4258321596
382	0.4253762972
383	0.4252181903
384	0.4250203752
385	0.4246491792
386	0.4245271065
387	0.424364603
388	0.4240101144
389	0.4236876256
390	0.4235556954
391	0.4233036119
392	0.4229024846
393	0.422654698
394	0.4222187269
395	0.4217519068
396	0.4214408245
397	0.4211512804
398	0.4205803137
399	0.4201888207
400	0.4195154163
401	0.4191631493
402	0.4188044657
403	0.4184507197
404	0.4182558051
405	0.4180546588
406	0.4179106399
407	0.4177932824
408	0.4172918795
409	0.4168648917
410	0.4166985313
411	0.4163535136
412	0.4160822948
413	0.4158349134
414	0.4156107687
415	0.4151729807
416	0.4150461713
417	0.4144525971
418	0.4142258904
419	0.4138360825
420	0.4136801022
421	0.4131792966
422	0.4127772693
423	0.4125504528
424	0.412364802
425	0.411921236
426	0.4115713623
427	0.4113550272
428	0.4108476676
429	0.4106516421
430	0.4103363324
431	0.4102052156
432	0.40974157
433	0.4094215893
434	0.409234324
435	0.4089291474
436	0.4088082221
437	0.4085732206
438	0.4082286039
439	0.4079213073
440	0.4075349052
441	0.4072603688
442	0.4068133608
443	0.4064535978
444	0.4060631867
445	0.4057333551
446	0.4053261902
447	0.4048649995
448	0.4046523144
449	0.4043387332
450	0.4040923805
451	0.4039240993
452	0.4034055064
453	0.4030792521
454	0.4028180274
455	0.4023408864
456	0.4021552491
457	0.401953796
458	0.401730485
459	0.401606595
460	0.401462827
461	0.40127251
462	0.4011440648
463	0.4007266607
464	0.4004467541
465	0.4001088883
466	0.3996193547
467	0.3994630607
468	0.3989171759
469	0.3987948933
470	0.3984461657
471	0.3982809083
472	0.3980616664
473	0.3978775348
474	0.3977257916
475	0.3974792599
476	0.3972684474
477	0.3968775436
478	0.3967174766
479	0.3965170068
480	0.3960097456
481	0.3954879246
482	0.3952638714
483	0.395013983
484	0.3944834538
485	0.3941531894
486	0.3938142229
487	0.3935963258
488	0.3933661999
489	0.3930586889
490	0.3929515668
491	0.3925549435
492	0.3922544587
493	0.3920841963
494	0.3918610804
495	0.3917101228
496	0.3913853213
497	0.3909118885
498	0.390525019
499	0.3903618698
500	0.3901584486
501	0.3897933866
502	0.3894851107
503	0.389280894
504	0.3889674185
505	0.3888508131
506	0.3886782169
507	0.3883451532
508	0.388065599
509	0.3879549122
510	0.3877560477
511	0.3874549457
512	0.3871067881
513	0.3869121312
514	0.3866352052
515	0.3861453074
516	0.3858371093
517	0.3855277147
518	0.3852887431
519	0.385071642
520	0.3849132672
521	0.384768989
522	0.3843732997
523	0.3840050684
524	0.3837626851
525	0.3835568155
526	0.3832060294
527	0.3830070169
528	0.382725089
529	0.3824914205
530	0.3823288121
531	0.3819794454
532	0.3818248264
533	0.3816993315
534	0.3815015696
535	0.3814124793
536	0.3811765844
537	0.3810362707
538	0.3808045646
539	0.38065566
540	0.3805103291
541	0.3802958101
542	0.3799640518
543	0.379647071
544	0.3795123084
545	0.3790475687
546	0.3789011869
547	0.3785438414
548	0.3782647777
549	0.3780400255
550	0.377871306
551	0.3774344943
552	0.3770248647
553	0.3768459661
554	0.3765390353
555	0.3762295192
556	0.3760957871
557	0.3759889367
558	0.375903451
559	0.3756234622
560	0.3752862052
561	0.3749348119
562	0.3747483409
563	0.3745448124
564	0.3744206989
565	0.3741616488
566	0.3738914398
567	0.3734900008
568	0.37318849
569	0.3727948588
570	0.3723260518
571	0.3720863065
572	0.3719207652
573	0.3716836053
574	0.3715885168
575	0.3713703391
576	0.3710650328
577	0.3707366197
578	0.3704442432
579	0.3701914746
580	0.3698785822
581	0.3697817286
582	0.3695481678
583	0.3692904075
584	0.3690890507
585	0.368896958
586	0.3685608744
587	0.3681449347
588	0.3678763434
589	0.3676558092
590	0.3674722758
591	0.3669241863
592	0.3667041347
593	0.3665176226
594	0.3663692439
595	0.3660866297
596	0.3658365483
597	0.3656019221
598	0.365395928
599	0.365161126
600	0.3650324951
601	0.3647592837
602	0.3646809055
603	0.3645581565
604	0.3644146413
605	0.3643381267
606	0.364210075
607	0.3639895896
608	0.3637028008
609	0.3633599033
610	0.3631960816
611	0.3630293233
612	0.3628676173
613	0.3628358154
614	0.3627217541
615	0.3626313962
616	0.362488392
617	0.3622483424
618	0.3621201861
619	0.3618763534
620	0.361619351
621	0.3613918031
622	0.3612335772
623	0.3609082544
624	0.3607343896
625	0.3605392638
626	0.3600106112
627	0.3597654793
628	0.359624467
629	0.3594304086
630	0.3592201064
631	0.3589672822
632	0.3587615431
633	0.3584950842
634	0.358329544
635	0.3580442483
636	0.3578305167
637	0.3576724395
638	0.3574730758
639	0.357221625
640	0.3568936533
641	0.3566818147
642	0.3565452798
643	0.3562302737
644	0.3560828281
645	0.355779486
646	0.3555165232
647	0.3552800966
648	0.3551079317
649	0.3548513745
650	0.3547005041
651	0.354472704
652	0.3541545385
653	0.3539154336
654	0.3538755185
655	0.3535953391
656	0.3534140759
657	0.3531617354
658	0.3527722107
659	0.3526177202
660	0.3522420763
661	0.3521144335
662	0.3518283995
663	0.3517446498
664	0.3514347729
665	0.3512185704
666	0.3509712166
667	0.3508350995
668	0.3506216816
669	0.3503114702
670	0.3501256597
671	0.3498813137
672	0.3496726616
673	0.3492604578
674	0.3489353273
675	0.3485872042
676	0.3482479018
677	0.3480312168
678	0.3478073451
679	0.347614333
680	0.347401794
681	0.3472918589
682	0.3468355192
683	0.3466066714
684	0.3464412328
685	0.3461971688
686	0.3457806512
687	0.3455839661
688	0.3453856557
689	0.34521218
690	0.3450007323
691	0.3446787567
692	0.3445041728
693	0.3443774364
694	0.3440798798
695	0.343865815
696	0.3435684673
697	0.3434292465
698	0.3432441438
699	0.3429601464
700	0.3427725883
701	0.3423935533
702	0.342280649
703	0.3420602523
704	0.3418391961
705	0.3416824369
706	0.3415100653
707	0.3412252788
708	0.3410626835
709	0.340876121
710	0.3406832023
711	0.3404968236
712	0.3402910428
713	0.3400913391
714	0.339973086
715	0.3395885701
716	0.339459005
717	0.3391663702
718	0.33867011
719	0.3383776864
720	0.3382729981
721	0.3380788668
722	0.3377044558
723	0.3374260385
724	0.33725058
725	0.337064998
726	0.3368680589
727	0.3367010806
728	0.3365009698
729	0.3363181398
730	0.3360848748
731	0.3358309181
732	0.3356055612
733	0.33527581
734	0.3350708727
735	0.3348350632
736	0.3346978135
737	0.3343901108
738	0.3342254156
739	0.3340720066
740	0.3339388608
741	0.3337289224
742	0.3334509235
743	0.3332387987
744	0.3330350754
745	0.3329398312
746	0.3328578354
747	0.3326153998
748	0.3324467313
749	0.3321011955
750	0.3318974495
751	0.3318233114
752	0.331664459
753	0.3315316566
754	0.3313612671
755	0.3312539282
756	0.3311053172
757	0.3308984518
758	0.3304891318
759	0.3302651379
760	0.330153612
761	0.3298984719
762	0.3296890998
763	0.3294792221
764	0.3292252645
765	0.3289525569
766	0.3287267719
767	0.328544187
768	0.3283335982
769	0.3280969928
770	0.3278786567
771	0.327727438
772	0.327574875
773	0.3273013641
774	0.3270943775
775	0.3268889273
776	0.3266107915
777	0.3264846437
778	0.3263342435
779	0.3262048225
780	0.3261221955
781	0.3260465724
782	0.3259869385
783	0.3258434415
784	0.3253978501
785	0.3251498472
786	0.3248395771
787	0.324611787
788	0.3244689486
789	0.3242885241
790	0.324206199
791	0.324154411
792	0.323858421
793	0.3236457689
794	0.323551636
795	0.3232763431
796	0.3230690597
797	0.3228437298
798	0.3224008168
799	0.3222158647
800	0.3220429602
801	0.3216041976
802	0.3214046921
803	0.321121689
804	0.321003487
805	0.3208546665
806	0.3206118932
807	0.3203433807
808	0.3201882228
809	0.3200591037
810	0.3199043037
811	0.3195387235
812	0.3190730918
813	0.3189218127
814	0.3189157796
815	0.3185740027
816	0.3184488099
817	0.3183311477
818	0.3181166386
819	0.3179733425
820	0.3178827916
821	0.3177761043
822	0.3175551698
823	0.3174131997
824	0.3173192773
825	0.3170661512
826	0.3169753827
827	0.3168176613
828	0.316574399
829	0.3164441235
830	0.3161737985
831	0.3160006063
832	0.3158772969
833	0.3157425841
834	0.3155991887
835	0.3154653681
836	0.3151109526
837	0.3148885721
838	0.3147753963
839	0.3145424387
840	0.31441553
841	0.3143028513
842	0.3141163666
843	0.3138659226
844	0.3137275779
845	0.3135811224
846	0.3134083952
847	0.3132445959
848	0.313047345
849	0.3127224234
850	0.3125759393
851	0.3123913848
852	0.312220119
853	0.3119748064
854	0.3118933539
855	0.3116197689
856	0.3113545989
857	0.311287652
858	0.3110474378
859	0.3108916311
860	0.3106506281
861	0.31055928
862	0.3103641173
863	0.3100218216
864	0.3099161173
865	0.3098116249
866	0.3096249403
867	0.3092908768
868	0.3090311023
869	0.3088235723
870	0.3085159806
871	0.3083790478
872	0.3082200313
873	0.3079306807
874	0.3078770746
875	0.307749989
876	0.3073895174
877	0.3072244911
878	0.3070075984
879	0.3068679112
880	0.3067949617
881	0.3066624205
882	0.3065481788
883	0.3062739958
884	0.3061388683
885	0.3058650546
886	0.3056900418
887	0.3054419729
888	0.3053765558
889	0.3051769716
890	0.304857777
891	0.3046682676
892	0.3043693849
893	0.3042804337
894	0.3041202552
895	0.3039262603
896	0.3038646242
897	0.3036712783
898	0.3035859126
899	0.3033677167
900	0.3031813544
901	0.3030213446
902	0.3027497773
903	0.3025643985
904	0.302345265
905	0.3020229842
906	0.3017745634
907	0.301427699
908	0.3011526168
909	0.3008963494
910	0.3005836441
911	0.3003642165
912	0.3001907093
913	0.299931248
914	0.2996866685
915	0.299530847
916	0.2992030835
917	0.2990217225
918	0.2988370823
919	0.2986578678
920	0.2984245908
921	0.2982713373
922	0.2981757455
923	0.2978955796
924	0.2977331215
925	0.2976734724
926	0.2975827363
927	0.2974967102
928	0.2972873575
929	0.2971219219
930	0.2969644607
931	0.2966769985
932	0.2964535534
933	0.2962487838
934	0.296084611
935	0.2958878766
936	0.2956440142
937	0.2953372226
938	0.2952421558
939	0.2951625058
940	0.2950275767
941	0.2948569833
942	0.2947165495
943	0.29450298
944	0.2942924798
945	0.2941153414
946	0.2939772309
947	0.2937811029
948	0.2934778047
949	0.2931989395
950	0.2930623517
951	0.2927934009
952	0.2925761833
953	0.2923589379
954	0.2922480599
955	0.2921514062
956	0.2919156676
957	0.2916803218
958	0.2912953176
959	0.2909524534
960	0.2908581842
961	0.2905795094
962	0.2904701681
963	0.2902909244
964	0.2900841941
965	0.2898151121
966	0.2895939756
967	0.2892555366
968	0.2891751374
969	0.2891052322
970	0.2889118869
971	0.2887532446
972	0.2885464921
973	0.2883330628
974	0.2882191366
975	0.2881112198
976	0.2879821661
977	0.2876265369
978	0.2874531809
979	0.2872616812
980	0.2871328732
981	0.2870076893
982	0.2869219474
983	0.2868438004
984	0.2866141106
985	0.2864805677
986	0.2863065254
987	0.2861458459
988	0.2858629387
989	0.2857111875
990	0.2854945752
991	0.2851457359
992	0.2850515753
993	0.2848753429
994	0.2847051859
995	0.2844596674
996	0.2842024737
997	0.2839216669
998	0.2837537136
999	0.2834361693
